% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.673978473e+008 +3.673978473e+008 +3.673977924e+008 +3.673977924e+008 +6.6608e+000 +1.3853e+001 +8.5064e+000 +1.3896e+001 +1.0479e+001 +7.1986e+000 +7.3669e+000 +1.3501e+001 +1.1583e+001 +8.7986e+000 +1.4849e+001 +1.2679e+001 +7.9002e+000 +6.6355e+000 +9.8328e+000 +1.1985e+001 +7.8604e+000 +5.8728e+000 +7.7729e+000 +6.9354e+000
3 +2.464810287e+008 +2.464810287e+008 +2.464809737e+008 +2.464809737e+008 +5.6743e+000 +5.1804e+000 +1.3144e+001 +6.8190e+000 +7.2821e+000 +5.0075e+000 +9.4974e+000 +8.9668e+000 +1.2812e+001 +7.1185e+000 +1.4969e+001 +6.0006e+000 +6.9302e+000 +1.4881e+001 +5.7503e+000 +1.2224e+001 +8.7999e+000 +7.5780e+000 +6.0254e+000 +8.4544e+000
4 +1.367788939e+008 +1.367788939e+008 +1.367788389e+008 +1.367788389e+008 +9.5591e+000 +6.2621e+000 +6.6119e+000 +5.8086e+000 +1.3123e+001 +1.2461e+001 +8.3009e+000 +1.2269e+001 +1.3175e+001 +1.0449e+001 +6.6378e+000 +1.4120e+001 +1.4209e+001 +6.4804e+000 +1.0674e+001 +6.6225e+000 +9.1339e+000 +9.9364e+000 +5.9269e+000 +1.1259e+001
55 +4.960016909e+006 +4.960016909e+006 +4.959961969e+006 +4.959961969e+006 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
121 +2.915260593e+006 +2.915260593e+006 +2.915205653e+006 +2.915205653e+006 +0.0000e+000 +0.0000e+000 +0.0000e+000 -2.5708e+000 +1.3116e+000 -8.8052e-001 +1.0211e+000 +1.4961e+000 -1.0946e+000 +6.5387e-001 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +1.9297e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 -1.8764e+000 -2.7408e+000
417 +2.490988942e+006 +2.490988942e+006 +2.490934002e+006 +2.490934002e+006 +0.0000e+000 +0.0000e+000 -1.2944e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 -1.1129e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +4.0011e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
1011 +1.548439487e+006 +1.548439487e+006 +1.548384547e+006 +1.548384547e+006 -7.2501e-001 +0.0000e+000 -8.4946e-001 +1.2854e+000 +9.3471e-001 +3.8523e-001 +3.2558e+000 -7.4805e-001 -1.6602e+000 -1.2122e+000 +0.0000e+000 -3.6921e-001 +0.0000e+000 +1.5172e-001 +3.0758e-001 +0.0000e+000 +4.3018e-001 +8.1442e-001 +0.0000e+000 +0.0000e+000
1351 +7.581353634e+005 +7.581353634e+005 +7.580804234e+005 +7.580804234e+005 -1.4500e+000 -1.7564e+000 -1.7065e+000 +9.3887e-001 +1.9544e+000 +1.0037e+000 -4.1998e-001 +8.8658e-002 -2.0943e+000 +4.9008e-001 -6.5453e-001 +1.1538e-001 +8.2159e-001 +4.1105e-002 +1.2979e+000 +0.0000e+000 +1.6799e+000 -9.6147e-002 -3.6039e-001 +1.4516e+000
1974 +4.892231475e+005 +4.892231475e+005 +4.891682075e+005 +4.891682075e+005 +0.0000e+000 -1.5420e-001 -2.9541e+000 +7.2429e-001 +3.2543e+000 +9.5077e-001 +0.0000e+000 -2.9600e+000 -3.1763e+000 +0.0000e+000 -2.5431e+000 -3.9949e-001 -1.2340e+000 -5.3868e-003 -1.7822e+000 +0.0000e+000 +1.2945e+000 +1.4988e-001 +1.7580e+000 +1.5935e+000
3139 +3.787002537e+005 +3.787002537e+005 +3.786453137e+005 +3.786453137e+005 -1.3028e+000 -2.3855e+000 -3.1601e+000 +2.1603e+000 +3.3216e+000 -2.9947e-001 -1.4027e+000 +6.1466e-001 -1.5734e+000 +6.1529e-001 -1.3091e+000 +9.1490e-002 -7.0901e-001 -1.6107e-001 -5.3028e-001 +1.5403e-001 +3.7727e-003 +7.5786e-001 +1.9489e+000 -2.6019e-001
