% function evaluation | noise-free fitness - Fopt (6.870000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.398227111e+002 +5.398227111e+002 +5.466927111e+002 +5.466927111e+002 +7.2405e+000 +6.9629e+000 +5.0971e+000 +1.0614e+001 +9.0798e+000 +1.2977e+001 +1.2240e+001 +6.8999e+000 +1.0379e+001 +8.9691e+000 +9.9880e+000 +5.0879e+000 +1.4704e+001 +9.3877e+000 +7.2778e+000 +8.2399e+000 +1.0243e+001 +9.3031e+000 +1.1080e+001 +1.3529e+001
24 +3.320969775e+002 +3.320969775e+002 +3.389669775e+002 +3.389669775e+002 +9.3595e+000 +8.1671e+000 +1.2157e+001 +9.3740e+000 +8.0759e+000 +6.8876e+000 +6.6149e+000 +1.1902e+001 +6.3770e+000 +1.2059e+001 +6.0585e+000 +5.9527e+000 +6.0719e+000 +5.1303e+000 +5.0152e+000 +7.5587e+000 +1.2809e+001 +1.1367e+001 +5.3390e+000 +5.7329e+000
55 +1.817093392e+001 +1.817093392e+001 +2.504093392e+001 +2.504093392e+001 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
136 +1.090547579e+001 +1.090547579e+001 +1.777547579e+001 +1.777547579e+001 -5.2409e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 -1.6321e+000 +0.0000e+000 +4.3663e+000 +0.0000e+000 -6.6032e-002 -2.5636e-001 +0.0000e+000 -5.1689e+000 -1.3090e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +3.1589e+000
258 +8.498788012e+000 +8.498788012e+000 +1.536878801e+001 +1.536878801e+001 +0.0000e+000 +2.5097e-001 -1.7341e+000 +1.1344e+000 +0.0000e+000 +0.0000e+000 -1.4910e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +1.5219e+000 -2.4101e+000 -1.1501e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +1.6909e+000 +0.0000e+000 +0.0000e+000
391 +4.107977965e+000 +4.107977965e+000 +1.097797796e+001 +1.097797796e+001 +0.0000e+000 +0.0000e+000 +0.0000e+000 -3.2569e+000 +0.0000e+000 -4.4416e+000 +0.0000e+000 +0.0000e+000 -3.9563e+000 +0.0000e+000 -3.2961e+000 +0.0000e+000 +2.3684e-001 -1.2677e+000 +8.2188e-001 +0.0000e+000 +2.7421e+000 -2.5747e+000 -4.2859e+000 -9.1760e-001
5070 +2.559743206e+000 +2.559743206e+000 +9.429743206e+000 +9.429743206e+000 +0.0000e+000 +0.0000e+000 +1.6994e-001 +6.7320e-001 +0.0000e+000 +2.1099e-001 +1.3966e+000 +0.0000e+000 +0.0000e+000 -2.7055e+000 +4.8547e-001 +1.1542e+000 +7.8128e-001 -4.7726e-001 +0.0000e+000 -1.2763e+000 +2.8379e+000 +3.8112e+000 +3.3094e+000 -4.2928e+000
% function evaluation | noise-free fitness - Fopt (1.000000000000e-002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.221540216e+002 +5.221540216e+002 +5.221640216e+002 +5.221640216e+002 +8.8387e+000 +1.2473e+001 +7.4052e+000 +7.0767e+000 +9.1660e+000 +8.6494e+000 +9.2591e+000 +6.0593e+000 +1.1171e+001 +1.0069e+001 +1.2745e+001 +1.2852e+001 +6.2850e+000 +6.2698e+000 +1.2822e+001 +9.1322e+000 +1.2551e+001 +1.0852e+001 +9.3589e+000 +5.1351e+000
53 +9.774411099e+000 +9.774411099e+000 +9.784411099e+000 +9.784411099e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000 +0.0000e+000
