% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.698522291e+003 +1.698522291e+003 +1.236432291e+003 +1.236432291e+003 +2.5013e+000 -3.2311e+000 -3.0655e+000 -3.9824e+000 +4.6159e+000 +4.5812e+000 +3.1916e+000 -3.1041e+000 +4.0818e+000 +3.8879e+000 +4.8334e+000 -3.5003e-001 +3.4090e+000 +8.5125e-001 -4.3773e-001 -4.4671e+000 -1.2334e+000 -7.6916e-001 -4.4541e+000 +2.0730e+000
7 +1.311149921e+003 +1.311149921e+003 +8.490599210e+002 +8.490599210e+002 +2.1562e+000 -4.7455e+000 -3.5545e+000 +5.9055e-001 -2.0619e+000 +1.6376e+000 +2.7314e+000 -2.3463e+000 +3.9338e+000 -2.0150e+000 +4.9624e-001 -2.5061e+000 -1.3593e+000 -2.4402e+000 -3.7330e+000 -3.6923e+000 -3.3198e-001 -4.0389e+000 -5.5674e-001 -4.5245e+000
14 +9.775525859e+002 +9.775525859e+002 +5.154625859e+002 +5.154625859e+002 -4.9827e+000 -4.3467e+000 +3.8964e+000 -3.2446e+000 -1.1579e+000 -3.9586e+000 -3.3304e+000 +3.5492e+000 +5.9588e-001 +8.9000e-001 +3.2527e-001 +1.9843e-001 +1.7914e+000 +1.2263e+000 +3.2424e-001 -9.8819e-001 -1.8878e+000 +3.4937e+000 -3.9036e+000 +6.3358e-001
260 +6.225551330e+002 +6.225551330e+002 +1.604651330e+002 +1.604651330e+002 -4.5953e+000 -4.4833e+000 -1.7798e+000 -3.1633e+000 +3.3079e+000 +1.7048e+000 +9.4307e-002 +2.1539e+000 +4.4085e+000 +3.1141e+000 -1.8204e-001 -9.0791e-001 -5.5508e-001 -4.1430e-001 -2.6992e+000 -4.1960e+000 -2.7868e+000 +4.8170e+000 -3.4252e+000 +2.7505e+000
541 +3.949496415e+002 +3.949496415e+002 -6.714035848e+001 -6.714035848e+001 -4.4898e+000 -1.8022e+000 +1.5225e+000 -5.5035e+000 +4.5495e+000 +1.7971e+000 -3.7149e-001 +4.1231e+000 +2.2573e+000 -1.3144e-001 -3.7918e+000 -2.0726e+000 +1.0127e+000 -4.2902e+000 -2.8705e-001 -4.1179e+000 -2.0494e+000 +3.0775e+000 -4.0070e+000 +6.6166e-001
1222 +2.421883660e+002 +2.421883660e+002 -2.199016340e+002 -2.199016340e+002 -1.2945e-001 -2.1088e+000 -1.0496e-001 -2.7279e+000 +4.5340e+000 +1.2979e+000 +3.2902e+000 +4.5283e+000 +1.7864e+000 -2.2418e+000 -3.8413e+000 -2.2308e+000 +1.4298e+000 -3.4355e+000 -1.8154e+000 -5.1401e+000 -5.2290e-001 +2.9797e+000 -1.8424e+000 +1.8865e+000
1940 +1.418685583e+002 +1.418685583e+002 -3.202214417e+002 -3.202214417e+002 -4.4991e+000 +6.8749e-001 +2.6309e+000 +2.8464e-001 +4.0601e+000 +1.5894e+000 +2.6492e+000 +3.5234e+000 +4.6557e-002 +7.6090e-001 -2.7128e+000 -4.3793e+000 -5.4012e-001 -2.4888e+000 -1.8294e+000 -3.0198e+000 -1.1568e+000 +3.2724e+000 -2.0297e+000 +2.1814e+000
148132 +8.962822674e+001 +8.962822674e+001 -3.724617733e+002 -3.724617733e+002 -2.5791e+000 -5.5171e-001 +2.4290e+000 +8.0871e-001 +2.4177e+000 +3.0885e+000 +1.7938e+000 +4.4871e+000 +1.6809e+000 -6.3351e-001 -2.7699e+000 -3.8448e+000 -6.5046e-001 -2.9102e+000 -1.4283e+000 -4.3568e+000 +4.4719e-001 +2.9146e+000 -2.4586e+000 +1.7521e+000
233150 +5.616210790e+001 +5.616210790e+001 -4.059278921e+002 -4.059278921e+002 -2.4097e+000 +2.3344e+000 +3.0617e+000 +6.4107e-001 +1.5901e+000 +2.1241e+000 +3.1476e+000 +3.1461e+000 +2.5670e+000 -1.0128e+000 -3.3587e+000 -3.7955e+000 -1.0996e-001 -2.5639e+000 -1.3424e+000 -3.5003e+000 -3.6127e-001 +3.3298e+000 -2.1028e+000 +1.7828e+000
% function evaluation | noise-free fitness - Fopt (7.766000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.266181480e+003 +8.266181480e+003 +8.343841480e+003 +8.343841480e+003 -4.1180e+000 -2.7159e+000 -2.5404e-001 -6.9987e-001 +1.5154e-001 -3.6049e+000 +4.3392e+000 -1.4979e+000 +1.0951e-001 +1.6145e+000 +1.7148e+000 +7.3845e-001 -2.1136e+000 +2.8157e+000 -3.2237e+000 +1.5616e+000 +4.5174e+000 +8.2480e-001 +2.9540e+000 +4.3843e+000
3 +1.364812530e+003 +1.364812530e+003 +1.442472530e+003 +1.442472530e+003 -3.6335e+000 +4.1241e+000 +2.2179e+000 -4.0034e+000 +1.9883e+000 -9.0138e-001 +1.5835e+000 +3.1010e-001 -2.4419e+000 +3.8237e+000 -2.5732e+000 +1.5302e+000 -4.8098e+000 -1.5876e+000 +3.6099e-001 +4.0628e-002 -2.1398e+000 -2.9568e+000 +3.6109e+000 -2.3925e+000
9 +8.725392964e+002 +8.725392964e+002 +9.501992964e+002 +9.501992964e+002 +2.7463e-001 -4.7673e+000 -3.5588e+000 -1.2458e+000 -1.7628e+000 +4.1239e+000 +4.0316e+000 -3.9008e+000 +2.7165e+000 -3.5546e+000 -1.3177e+000 -3.7697e+000 -4.7115e+000 -4.0207e+000 -2.7033e+000 -3.3515e+000 +5.6511e-001 -2.1128e+000 +4.6751e+000 -4.9728e+000
