% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.651551780e+006 +6.651551780e+006 +6.651628050e+006 +6.651628050e+006 +1.2549e+000 +1.1695e+000 -3.0094e+000 +2.2572e+000 -1.1729e+000 -4.0125e+000 -4.6249e+000 +4.1807e-001 +2.8495e+000 -2.1947e+000 +2.6630e+000 +2.7979e+000 +2.2475e-002 -1.1394e+000 -4.0573e+000 -1.9141e+000 -4.7101e+000 -4.3844e+000 -1.1670e+000 +1.9983e+000
3 +3.112601145e+005 +3.112601145e+005 +3.113363845e+005 +3.113363845e+005 +2.0850e+000 -1.5680e+000 +4.8740e+000 +1.8891e+000 -1.9689e+000 +1.6319e+000 +3.1186e+000 +2.5132e+000 +2.6005e+000 +9.8556e-001 +3.0547e-001 +2.0176e+000 -3.6946e+000 +3.7363e+000 -1.2737e+000 -3.2424e+000 -1.4168e+000 -3.5005e+000 +3.2862e+000 +2.7725e-001
6 +2.240951737e+005 +2.240951737e+005 +2.241714437e+005 +2.241714437e+005 -4.9091e+000 +1.1996e+000 +7.3006e-001 -3.2240e+000 +3.2816e+000 +4.7646e+000 -2.5836e+000 -6.8608e-001 -3.3458e-001 +4.9394e+000 +2.7455e+000 +2.1210e+000 +4.2991e-002 -2.8108e+000 +3.3745e-001 -2.7664e-001 -2.5284e+000 -3.7519e+000 -2.2570e+000 +1.5756e-001
17 +1.215558658e+005 +1.215558658e+005 +1.216321358e+005 +1.216321358e+005 +1.2930e+000 -4.2355e-001 -5.5673e-001 +2.7832e+000 -1.0035e+000 -1.5691e+000 -2.7433e+000 -4.7278e+000 -1.8806e+000 +6.3160e-001 -3.6818e+000 -6.6605e-001 +4.5431e+000 +1.7508e+000 +2.3622e+000 -3.9605e+000 +3.0587e+000 -2.6424e+000 +1.6421e+000 -4.9157e+000
21 +3.091844316e+002 +3.091844316e+002 +3.854544316e+002 +3.854544316e+002 -3.9018e+000 +2.9921e+000 -2.4295e-001 -1.9687e+000 +3.0995e+000 -3.9607e+000 +4.1338e+000 -4.8365e+000 -1.3676e+000 +3.4250e-001 -2.9647e-001 +1.5751e+000 +3.1774e+000 -1.2881e+000 -3.3845e+000 +3.0562e+000 +7.3543e-001 -2.3527e+000 +1.2683e+000 -2.4363e-001
767 +1.534471804e+002 +1.534471804e+002 +2.297171804e+002 +2.297171804e+002 -1.3251e+000 +2.1557e+000 -6.9049e-001 +8.4088e-002 +6.8180e-001 -1.6277e+000 +2.8631e+000 -3.2323e+000 -2.3877e+000 +1.6806e+000 -2.0452e-001 +1.6217e-001 +3.6426e+000 -7.1169e-001 -1.9346e+000 +2.2003e-001 +1.7226e+000 -2.9305e+000 +1.5518e+000 -6.5124e-001
1735 +9.444700715e+001 +9.444700715e+001 +1.707170071e+002 +1.707170071e+002 -1.3534e+000 +1.0468e+000 -1.5335e+000 +2.2454e+000 +1.2938e+000 -8.5554e-001 -4.5201e-001 +4.9927e-001 -2.2918e+000 +1.7080e+000 +3.2732e-001 -7.7152e-001 +2.8714e+000 -6.8063e-001 -1.9262e+000 -2.4653e+000 +1.5761e+000 -2.5741e+000 +1.4185e+000 -1.3614e-001
3645 +6.208704956e+001 +6.208704956e+001 +1.383570496e+002 +1.383570496e+002 +5.0113e-001 -9.6015e-001 -1.1003e+000 +9.3573e-001 +7.8455e-001 +6.2028e-001 +5.8381e-001 +1.1163e+000 -1.0653e+000 +9.6749e-001 +6.2157e-001 -1.6902e+000 -5.7205e-001 -7.7288e-002 -1.5053e+000 -3.3639e+000 +1.5565e+000 -2.1831e+000 +1.5897e+000 +1.2226e+000
6406 +3.979554249e+001 +3.979554249e+001 +1.160655425e+002 +1.160655425e+002 -6.6404e-001 -2.5985e+000 -1.5053e+000 +6.6610e-001 +1.1632e+000 -1.5057e+000 -4.8731e-001 +2.2718e-001 -2.3850e+000 +1.4551e+000 +1.3171e+000 -3.6974e+000 -1.2343e+000 +1.6136e+000 -3.0605e+000 -2.3763e+000 +2.1893e+000 -2.6133e+000 +2.1925e+000 +1.4816e+000
11627 +2.499260019e+001 +2.499260019e+001 +1.012626002e+002 +1.012626002e+002 -1.6808e+000 -2.9693e+000 -1.2783e+000 +7.2001e-001 +1.0349e-001 -2.4802e+000 -6.7144e-001 +7.6379e-001 -2.9816e+000 +2.3621e+000 +2.0175e+000 -2.8790e+000 -2.0015e+000 +2.4733e+000 -2.5792e+000 -1.2818e+000 +2.6649e+000 -3.1827e+000 +1.4986e+000 +1.3110e+000
