% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.318632583e+001 +8.318632583e+001 +1.545363258e+002 +1.545363258e+002 -5.2278e-001 -1.2673e+000 -4.1804e+000 +4.5600e+000 -3.7321e+000 -5.7426e-001 +1.9616e+000 +2.2806e+000 +6.7036e-001 +1.7997e+000 -2.9277e+000 -1.1275e+000 +2.3318e+000 -3.3359e+000 +2.6643e+000 -4.2040e-002 +1.5978e+000 +2.8107e+000 +4.7417e+000 -3.4124e+000
4 +5.327533898e+001 +5.327533898e+001 +1.246253390e+002 +1.246253390e+002 +2.2003e+000 +3.3554e+000 -3.3403e+000 -4.3293e+000 -3.7275e+000 +2.1947e+000 -1.7964e+000 -2.5940e+000 -2.6955e+000 +2.0119e+000 -2.5593e+000 -2.5320e+000 -6.1161e-001 +4.0242e+000 -4.4691e+000 -7.7135e-001 +3.9564e+000 -4.7508e+000 +2.3337e+000 +4.9692e+000
5 +3.855186936e+001 +3.855186936e+001 +1.099018694e+002 +1.099018694e+002 -2.4552e+000 +3.4555e+000 -4.1338e+000 +3.2405e+000 -2.7231e+000 -4.0267e+000 +4.4124e+000 +1.1973e-001 -3.3446e+000 -7.9357e-001 -1.4525e+000 +1.0817e+000 +4.6686e+000 -3.3528e+000 -3.8734e+000 +2.6777e+000 +3.9678e-001 +4.2481e+000 -4.8416e+000 -6.6420e-001
1942 +2.498897733e+001 +2.498897733e+001 +9.633897733e+001 +9.633897733e+001 -1.0981e+000 +2.7232e+000 -3.4344e+000 +3.8063e+000 -2.4615e+000 -5.0847e+000 +4.3759e+000 +9.9214e-001 -4.9470e+000 -8.1119e-001 -1.4687e+000 -1.0532e+000 +4.7600e+000 -2.9735e+000 -2.8331e+000 +1.9690e+000 +1.6236e+000 +3.5247e+000 -3.8155e+000 -9.5564e-001
6025 +1.562502824e+001 +1.562502824e+001 +8.697502824e+001 +8.697502824e+001 -1.1685e+000 +2.7985e+000 -3.3597e+000 +3.7160e+000 -2.5616e+000 -4.8708e+000 +4.3680e+000 +9.5043e-001 -4.6727e+000 -7.9268e-001 -1.5036e+000 -8.6342e-001 +4.7958e+000 -3.0292e+000 -2.9262e+000 +2.0609e+000 +1.4979e+000 +3.5985e+000 -3.9333e+000 -9.6684e-001
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.506852307e+001 +8.506852307e+001 -2.701514769e+002 -2.701514769e+002 -1.5752e+000 -1.5957e+000 -1.6690e+000 -3.2630e+000 +6.7762e-001 -4.1804e+000 +1.2736e+000 -2.6077e+000 -1.0636e+000 -4.5177e+000 +4.3803e+000 -2.6279e+000 -9.5454e-001 +4.9723e+000 -3.8457e-001 +3.8760e+000 -3.0991e+000 +4.1123e+000 -1.7702e+000 +3.0876e+000
8 +5.769276184e+001 +5.769276184e+001 -2.975272382e+002 -2.975272382e+002 -2.9348e+000 -3.4495e+000 +2.8171e+000 +1.6919e+000 -4.1836e+000 -2.1718e+000 -3.0127e+000 -1.5551e+000 +4.1224e-001 -1.9338e+000 +7.0014e-001 +3.0917e+000 +3.1594e+000 -7.9821e-001 -1.2522e+000 +3.2243e+000 -1.9926e+000 -6.9940e-001 +3.2062e+000 +4.8671e-001
13 +3.082079049e+001 +3.082079049e+001 -3.243992095e+002 -3.243992095e+002 +2.5409e+000 -9.8721e-001 -2.7456e+000 -3.8994e+000 -1.2434e+000 +4.7371e+000 +3.3533e-001 +3.6498e+000 +2.8342e+000 -4.8026e+000 +3.1757e+000 -4.1275e+000 +3.3086e+000 +3.7113e+000 -4.2032e+000 +3.5815e+000 +3.5450e+000 +3.2566e+000 -3.3535e+000 -3.7656e+000
988 +2.482595166e+001 +2.482595166e+001 -3.303940483e+002 -3.303940483e+002 +2.7140e+000 -8.5308e-001 -3.1804e+000 -4.0526e+000 -1.8366e+000 +5.1991e+000 +3.8005e-001 +3.2487e+000 +3.0556e+000 -5.0936e+000 +3.3565e+000 -4.2551e+000 +3.9635e+000 +4.2586e+000 -4.7728e+000 +3.6712e+000 +3.5952e+000 +3.2274e+000 -3.7552e+000 -3.4727e+000
