% function evaluation | noise-free fitness - Fopt (-5.465000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.851095959e+005 +2.851095959e+005 +2.845630959e+005 +2.845630959e+005 +4.2221e+000 -2.3544e+000 -6.3768e-001 -1.7512e+000 -8.4047e-001 -3.3114e+000 -3.7991e-001 -4.7052e+000 -2.8765e+000 +2.0894e+000 +4.2355e+000 -2.5475e+000 -1.4266e+000 -3.0261e+000 +3.8553e+000 +3.5430e-001 -1.9963e+000 -5.0662e-001 +2.5928e+000 -4.6274e+000
3 +1.410191348e+005 +1.410191348e+005 +1.404726348e+005 +1.404726348e+005 +2.5486e+000 +9.4148e-001 +2.2046e+000 +4.8016e+000 -3.1681e+000 +2.1889e+000 +4.9787e+000 +4.8411e+000 +4.5898e-001 +3.3134e+000 +4.2855e+000 +3.9049e+000 -3.5609e+000 -8.2585e-001 +1.6690e+000 +4.8548e+000 +2.8799e+000 +1.1778e+000 -1.4030e+000 +2.7013e+000
5 +6.756400277e+004 +6.756400277e+004 +6.701750277e+004 +6.701750277e+004 +9.4511e-001 -3.1931e-001 +8.6840e-001 -3.0464e+000 -3.7489e+000 -1.5134e-002 -4.9967e+000 -1.5135e+000 -4.2646e+000 +2.1651e+000 +3.9969e-001 +4.7464e-002 -1.1936e+000 +1.1070e-001 +6.9448e-001 -4.5549e+000 +1.8671e+000 -4.8013e+000 +2.5687e+000 +4.3573e+000
13 +5.785827692e+004 +5.785827692e+004 +5.731177692e+004 +5.731177692e+004 +6.8080e-001 +9.0111e-001 +4.2241e+000 -4.3482e+000 -3.3480e+000 -5.6708e-001 +3.3706e+000 +4.5217e+000 -2.0405e+000 +3.8353e+000 -1.9580e+000 +4.4576e+000 +2.8160e+000 +1.5528e+000 +3.6252e+000 -2.0332e+000 +1.9087e+000 +3.6667e-001 +1.7261e+000 +3.6732e+000
104 +3.919351847e+004 +3.919351847e+004 +3.864701847e+004 +3.864701847e+004 +3.0826e+000 -1.3757e+000 -5.1296e-001 +2.5240e-002 +4.1750e+000 -3.7293e+000 -1.4437e+000 -8.3693e-001 -5.1708e-001 -1.1492e+000 +7.0419e-001 +5.9614e+000 -2.4111e+000 -3.4803e+000 -1.3988e-001 -1.8025e+000 +2.9282e+000 -8.8230e-001 -4.4792e+000 -2.8687e-001
224 +2.391080353e+004 +2.391080353e+004 +2.336430353e+004 +2.336430353e+004 +3.1332e+000 -1.5433e+000 -1.5495e+000 +1.3190e-001 +2.8824e+000 -5.7276e+000 -1.4898e+000 +1.9084e+000 -3.0135e+000 +2.5665e-001 +1.3424e+000 +5.2545e-001 +4.2853e+000 -6.2085e-001 +3.3969e-001 -1.9233e+000 +2.2986e+000 -7.5467e-001 -3.8814e+000 -7.2794e-001
476 +1.531305437e+004 +1.531305437e+004 +1.476655437e+004 +1.476655437e+004 +3.8695e+000 -9.6985e-001 +5.8643e-001 -1.3079e+000 +1.9402e+000 -4.2790e+000 -2.6594e+000 +1.1963e+000 -1.1055e+000 -1.6436e+000 +3.0931e+000 +1.7327e+000 -1.7062e+000 -2.4606e+000 -3.0441e-001 -3.8739e-001 +3.7681e+000 +1.9330e-001 -2.7919e+000 +1.9534e-001
684 +7.494870190e+003 +7.494870190e+003 +6.948370190e+003 +6.948370190e+003 +3.6780e+000 +4.9618e-001 -1.4775e-001 -4.2743e+000 +2.5580e-001 -5.2430e+000 -2.7190e+000 +1.0919e+000 -3.3214e+000 -4.8033e-001 +2.2905e+000 +6.1172e-001 +6.2808e-001 -5.2832e-001 +9.6133e-001 -1.2032e+000 +1.5483e+000 -6.9016e-001 -2.8504e+000 +1.3575e+000
723 +6.302880137e+003 +6.302880137e+003 +5.756380137e+003 +5.756380137e+003 +4.4874e+000 +1.6814e+000 -1.1951e+000 -3.2158e+000 -1.0360e+000 -2.3290e+000 -2.3360e+000 -1.2214e-001 -4.3352e+000 -9.3672e-001 +2.2543e+000 +1.6171e+000 +8.8520e-001 +6.6614e-001 +2.3338e+000 +1.4890e-001 +2.0450e+000 -9.5304e-001 -2.8675e+000 +4.5551e-001
1036 +1.317230772e+003 +1.317230772e+003 +7.707307723e+002 +7.707307723e+002 +3.3959e+000 +1.9033e+000 -1.4189e+000 -3.9296e+000 +8.7445e-004 -1.7490e+000 -2.9329e+000 +4.5519e-001 -3.4284e+000 +6.4151e-001 -3.4695e-001 +4.7785e-001 +8.7834e-001 -2.9883e-001 +1.6357e+000 -5.2230e-001 +1.4208e+000 -1.1750e+000 -1.4672e+000 +1.4463e+000
