% function evaluation | noise-free fitness - Fopt (-6.211100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.924889537e+009 +5.924889537e+009 +5.924888916e+009 +5.924888916e+009 +2.7754e+000 +2.1717e+000 +3.9515e+000 +2.3533e+000 -1.6203e+000 -2.6856e+000 +2.9952e+000 +1.7483e+000 +1.1615e+000 +2.4002e+000 +2.9910e+000 -2.0480e+000 -8.8552e-001 +1.5950e+000 +4.7396e+000 +2.6049e+000 +1.9016e+000 -5.4809e-001 -2.5181e-001 +4.5841e+000
3 +5.174746959e+008 +5.174746959e+008 +5.174740747e+008 +5.174740747e+008 -2.0253e+000 +4.5077e+000 +4.7440e+000 +1.3119e+000 +3.4861e+000 -4.1812e+000 +1.2284e+000 +2.1118e+000 -3.9207e+000 +2.9913e+000 +2.3048e+000 +6.3192e-001 -2.8145e+000 -5.9178e-001 +3.1483e+000 -2.8335e+000 -4.1111e+000 -5.8352e-002 +1.4393e-001 +4.6395e+000
7 +2.300620429e+008 +2.300620429e+008 +2.300614218e+008 +2.300614218e+008 +1.8972e+000 +1.2701e+000 -4.3878e+000 -3.3797e+000 +3.1498e+000 +2.2766e-001 -4.2221e-001 +3.6144e+000 -3.0978e+000 +1.2292e-001 +4.0337e+000 +2.2341e+000 +1.7295e+000 +3.8996e+000 +2.8049e+000 +2.4746e+000 -2.4315e+000 +3.8848e+000 +4.2078e+000 -2.8402e+000
301 +1.505734290e+008 +1.505734290e+008 +1.505728079e+008 +1.505728079e+008 +1.0877e-001 +1.0708e+000 -2.0115e+000 -6.4780e+000 -1.1330e+000 -2.9512e-002 +1.4965e+000 +3.2539e+000 +1.3548e+000 +3.3687e+000 +2.2926e+000 -2.6311e+000 +5.1772e+000 +1.1052e+000 +3.1007e+000 +4.6218e-001 +3.6955e+000 -8.6809e-001 +9.8296e-001 +1.6398e+000
321 +7.676415286e+007 +7.676415286e+007 +7.676353175e+007 +7.676353175e+007 -2.3158e+000 +4.1918e+000 -1.3089e+000 -3.9589e+000 -1.3860e+000 -3.6231e+000 +1.3382e+000 -2.9375e-001 +1.6889e+000 +4.0079e+000 +1.5381e+000 +3.3220e+000 +3.9121e+000 -4.0523e-002 +3.8768e+000 +1.6906e-001 -1.6440e+000 +6.7074e-001 -2.4078e-001 +6.6492e-001
627 +4.976430259e+007 +4.976430259e+007 +4.976368148e+007 +4.976368148e+007 -2.0672e+000 +4.3198e+000 -9.5968e-002 -5.7648e+000 -1.2805e+000 +8.5714e-002 +2.9650e+000 +3.1293e-001 +4.2210e+000 +2.1022e+000 +4.2440e-001 +2.9217e+000 +3.1920e+000 +2.7308e+000 +1.0914e+000 -2.5997e+000 +2.4714e+000 -8.0994e-001 +1.6621e+000 +6.2454e-001
968 +3.472399957e+007 +3.472399957e+007 +3.472337846e+007 +3.472337846e+007 -2.6436e+000 +4.5236e+000 +1.3630e+000 -5.8377e+000 -1.2805e+000 +8.5714e-002 +3.4838e-001 +1.6875e+000 +3.1159e+000 +5.6500e-001 +2.4924e+000 +1.3199e+000 +3.8475e+000 +2.0830e+000 +3.1705e+000 -1.5894e+000 +2.4714e+000 +5.1702e-001 +1.6621e+000 +3.2420e-001
1104 +2.234201402e+007 +2.234201402e+007 +2.234139291e+007 +2.234139291e+007 -2.6211e+000 +5.0835e+000 +4.2993e-001 -5.8790e+000 -7.2229e-001 +3.4038e-002 +1.6574e-001 -4.0727e-001 +1.9051e+000 +2.9771e-001 +2.4046e+000 +2.3744e+000 +3.0051e+000 +2.2741e+000 +2.9750e+000 -2.8960e+000 +2.8325e+000 +8.7272e-001 -1.0375e-001 -6.2541e-002
1339 +1.044085917e+007 +1.044085917e+007 +1.044023806e+007 +1.044023806e+007 -2.7380e+000 +4.4925e+000 -7.9787e-002 -5.8247e+000 -5.3237e-001 -2.8169e+000 +7.5754e-001 -1.0357e+000 +1.8322e+000 +3.3360e-001 +2.2460e+000 +2.0715e+000 +3.7703e+000 +2.0482e+000 +3.6901e+000 -3.1672e+000 +9.1988e-001 +1.6796e+000 -1.2362e+000 -4.5121e-001
1341 +9.327499988e+006 +9.327499988e+006 +9.326878878e+006 +9.326878878e+006 -2.0541e+000 +4.5070e+000 -6.5999e-002 -5.8256e+000 -5.2884e-001 -2.8891e+000 +7.4409e-001 -1.0270e+000 +1.8530e+000 +3.2821e-001 +2.2478e+000 +2.0760e+000 +3.7554e+000 +2.0492e+000 +3.6903e+000 -3.1638e+000 +9.5301e-001 +5.7277e-001 -8.7141e-001 +3.7458e-001
