% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.652524503e+005 +2.652524503e+005 +2.654016003e+005 +2.654016003e+005 -3.4310e+000 -3.5393e+000 -1.7894e+000 -1.8419e+000 -2.6887e+000 -2.7765e+000 +1.9414e+000 +4.7684e+000 +1.9828e+000 +3.7561e+000 -1.2598e+000 +1.6792e+000 -9.0767e-001 -3.6372e+000 -1.7439e+000 -1.2739e+000 +4.7382e-001 +2.3119e+000 -4.6113e+000 -6.4775e-001
5 +1.419340187e+005 +1.419340187e+005 +1.420831687e+005 +1.420831687e+005 +2.1954e-002 -3.9233e+000 -3.6641e+000 +2.3066e+000 -3.3287e-002 +2.3879e+000 +3.2199e+000 +3.5556e-001 -3.4656e+000 +1.6818e-001 -4.7894e+000 +3.2677e+000 +1.2097e+000 +1.3204e+000 +1.0713e+000 -5.4712e-001 -1.7938e+000 +1.8987e+000 -4.6041e+000 +3.1335e+000
57 +9.327487003e+004 +9.327487003e+004 +9.342402003e+004 +9.342402003e+004 -1.3538e-001 -3.0847e+000 -6.9000e-001 +2.7932e+000 +1.5598e+000 -2.3753e-001 +1.4744e+000 -1.0994e+000 -2.0925e+000 +1.7282e+000 -3.2819e+000 +9.1847e-001 -4.3964e-001 +3.2260e-002 +2.4243e-001 -2.5320e+000 -2.2769e+000 -3.1253e-001 -1.7625e+000 +3.7077e+000
141 +5.538322140e+004 +5.538322140e+004 +5.553237140e+004 +5.553237140e+004 -8.7776e-002 -1.2953e+000 -1.0115e+000 +9.7766e-001 -3.8210e+000 -3.2541e+000 -4.1686e-001 +2.6492e+000 -1.0992e-001 +1.4965e+000 -2.7401e+000 +1.2931e+000 +1.5504e+000 -3.4527e+000 -1.6808e+000 -2.6487e+000 -4.4655e-001 +1.4110e+000 -5.3922e+000 +3.9493e+000
220 +2.283185590e+004 +2.283185590e+004 +2.298100590e+004 +2.298100590e+004 +1.9686e+000 -6.3021e-002 -8.8316e-001 +3.4427e+000 -4.0446e+000 -1.8807e+000 -1.0842e+000 +4.0782e-001 -1.8132e+000 -5.4072e-001 -4.5880e+000 +7.7875e-001 +2.3702e+000 -2.6310e+000 -4.3358e-001 -3.2141e+000 -1.8671e+000 +3.4750e-002 -6.1127e+000 +7.3300e+000
628 +1.199007599e+004 +1.199007599e+004 +1.213922599e+004 +1.213922599e+004 -2.1301e-001 +2.0542e-001 -2.8451e+000 +6.5978e-001 -3.2735e+000 -3.6714e+000 -8.0779e-001 -1.8470e+000 -1.6073e+000 -6.8015e-001 -3.3624e+000 -2.1055e+000 +2.7042e+000 +3.1452e-001 +8.6992e-001 -1.4689e+000 -1.6842e+000 -8.7666e-001 -1.7248e+000 +1.7648e+000
899 +7.765898607e+003 +7.765898607e+003 +7.915048607e+003 +7.915048607e+003 +1.2708e-001 -9.9419e-001 -1.9787e+000 -4.9953e-001 -2.8677e+000 -2.7603e+000 +4.7186e-001 -2.3664e+000 -8.7632e-001 -4.2087e-001 -3.4303e+000 +4.3616e-001 +2.2808e+000 -1.6107e+000 -3.7039e-001 -1.6937e+000 -2.1455e+000 -1.6615e+000 -5.0955e+000 +1.1643e+000
1021 +5.775883224e+003 +5.775883224e+003 +5.925033224e+003 +5.925033224e+003 +1.1075e+000 -5.1331e-001 -2.0625e+000 +1.5006e+000 -5.2304e+000 -2.9530e+000 -5.8446e-001 -2.5214e+000 -1.5855e+000 -4.3021e-001 -3.6209e+000 -1.7619e-001 +2.4534e+000 +3.5136e-002 -1.5769e+000 -2.2067e+000 -1.4357e+000 +4.4633e-002 -5.7085e+000 +3.7083e+000
1340 +3.289138319e+003 +3.289138319e+003 +3.438288319e+003 +3.438288319e+003 +5.9763e-001 -1.0795e+000 -1.9807e+000 +9.7150e-001 -4.3074e+000 -2.7640e+000 -5.9417e-001 -2.8809e+000 -1.7038e+000 -5.4383e-001 -2.9243e+000 -1.6274e-001 +2.3966e+000 -4.6640e-001 -2.1320e+000 -1.3186e+000 -1.0415e+000 +1.5965e-001 -4.9400e+000 +2.9861e+000
1703 +2.210526891e+003 +2.210526891e+003 +2.359676891e+003 +2.359676891e+003 +1.8530e-002 -1.0324e+000 -1.1396e+000 +5.4392e-001 -2.8967e+000 -2.1557e+000 -1.3400e+000 -3.1280e+000 -1.8175e+000 -9.3204e-001 -2.2712e+000 +7.0518e-003 +2.6238e+000 -8.3582e-001 -2.6433e+000 -7.9094e-001 -9.0486e-001 -1.0436e+000 -5.2731e+000 +2.5009e+000
