% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.179789838e+001 +8.179789838e+001 +1.531478984e+002 +1.531478984e+002 -4.8741e+000 +4.2825e+000 +2.8058e+000 +1.9339e+000 +3.5124e+000 +4.7364e+000 -8.1686e-001 -4.7192e+000 -1.8657e+000 -3.3006e+000 +6.5181e-001 -6.8268e-001 +7.2562e-001 +2.8445e+000 +3.6713e+000 +4.9812e+000 +4.0183e+000 -4.5914e+000 +3.1963e+000 +1.8810e-001
3 +6.167550748e+001 +6.167550748e+001 +1.330255075e+002 +1.330255075e+002 -3.0774e+000 -3.5390e+000 +3.1113e+000 +1.0941e+000 -3.4051e+000 -5.6090e-001 -4.3680e+000 -4.2095e-001 -3.8238e-001 -4.8031e+000 -1.4711e+000 -4.8569e+000 -4.7113e+000 -1.0941e+000 -1.0892e+000 -2.4910e+000 +8.6596e-002 -2.4198e-001 -1.5100e+000 +7.3752e-001
28 +3.618017629e+001 +3.618017629e+001 +1.075301763e+002 +1.075301763e+002 -3.6237e+000 +3.0860e-001 -3.8621e+000 +4.2582e+000 +4.5722e+000 +4.2273e+000 -4.4064e+000 +2.2751e+000 -2.7340e+000 -3.3536e+000 +4.3657e+000 +4.1407e+000 -3.6257e+000 -1.5423e-001 +2.0583e+000 -3.4079e+000 -4.8189e+000 -3.6579e+000 -1.3723e+000 +5.0070e-001
1256 +1.894475234e+001 +1.894475234e+001 +9.029475234e+001 +9.029475234e+001 -9.3506e-001 +2.5186e+000 -3.8127e+000 +3.9018e+000 +4.6556e+000 +5.9505e+000 -5.2383e+000 +3.7122e+000 -4.3564e+000 -3.6563e+000 +4.5663e+000 +4.2060e+000 -1.8308e+000 +3.5105e+000 +1.9608e+000 -4.2842e+000 +6.3885e-001 -1.7505e+000 -1.1262e+000 +2.9711e+000
1562 +1.352247386e+001 +1.352247386e+001 +8.487247386e+001 +8.487247386e+001 -6.5058e-001 +2.6714e+000 -4.4262e+000 +3.9823e+000 +4.8113e+000 +6.0467e+000 -5.2049e+000 +3.5928e+000 -4.5469e+000 -3.8061e+000 +4.7298e+000 +4.4608e+000 -2.3199e+000 +3.6788e+000 +2.1053e+000 -4.9509e+000 +1.3683e+000 -1.6037e+000 -1.4794e+000 +2.9580e+000
3344 +9.557568661e+000 +9.557568661e+000 +8.090756866e+001 +8.090756866e+001 -8.3812e-001 +2.6032e+000 -4.2670e+000 +4.0197e+000 +4.7609e+000 +5.8631e+000 -5.2278e+000 +3.7100e+000 -4.4543e+000 -3.7406e+000 +4.6614e+000 +4.3969e+000 -2.1579e+000 +3.5951e+000 +2.0182e+000 -4.7627e+000 +1.0308e+000 -1.6949e+000 -1.3395e+000 +2.9776e+000
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.927002055e+001 +5.927002055e+001 -2.959499795e+002 -2.959499795e+002 +1.8467e+000 -3.9918e+000 +3.1325e+000 +8.8236e-001 +1.7312e-001 +4.1878e+000 +2.9467e+000 +4.9289e+000 -3.7496e+000 -4.3393e+000 +3.7900e+000 -7.6612e-002 -2.3773e+000 -2.8137e-001 -2.8451e+000 +1.5685e+000 -2.5818e+000 +4.8865e+000 -2.0307e+000 -3.4602e+000
279 +3.813770970e+001 +3.813770970e+001 -3.170822903e+002 -3.170822903e+002 -3.2194e+000 +1.8516e+000 +2.0472e+000 +3.6473e+000 -3.7517e+000 -2.2988e+000 -3.8969e+000 -3.3830e+000 +1.6344e+000 -1.4984e+000 +5.2489e+000 -2.2289e-001 +6.7143e+000 -5.7499e+000 +7.6601e-001 -5.1476e+000 +2.9530e+000 -9.1311e-001 +4.9109e+000 +2.4672e+000
2103 +2.380908524e+001 +2.380908524e+001 -3.314109148e+002 -3.314109148e+002 +1.8857e-001 +5.1278e-001 -3.0161e+000 -8.2411e-001 +4.1331e+000 -4.2369e+000 -2.4168e+000 +1.0932e+000 +6.7063e+000 -1.4797e+000 +3.7603e+000 -3.7788e+000 -1.7308e+000 -5.2212e+000 -8.8106e-001 -3.7415e+000 -7.4353e-001 -3.8513e+000 +5.8133e+000 -1.8036e+000
4601 +1.521332266e+001 +1.521332266e+001 -3.400066773e+002 -3.400066773e+002 +1.6688e-001 +4.2320e-001 -3.0955e+000 -8.5335e-001 +4.1570e+000 -4.2276e+000 -2.3884e+000 +1.1753e+000 +6.7260e+000 -1.4841e+000 +3.8346e+000 -3.9177e+000 -1.7626e+000 -5.3388e+000 -9.4503e-001 -3.7070e+000 -7.7628e-001 -3.9267e+000 +5.7439e+000 -1.9423e+000
% function evaluation | noise-free fitness - Fopt (9.917000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.085664418e+001 +4.085664418e+001 +1.400266442e+002 +1.400266442e+002 -3.8812e+000 -2.9677e+000 +9.2719e-001 +1.8013e+000 -2.0059e+000 +3.0183e+000 -7.8985e-002 +1.7901e+000 +9.8695e-001 +2.9098e+000 +7.3758e-001 +1.2169e+000 -1.4478e+000 +1.1644e+000 +3.0946e-001 +1.6994e+000 -4.9733e+000 -1.9311e+000 +2.3206e+000 +4.9630e+000
