% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.447329662e+005 +2.447329662e+005 +2.442708762e+005 +2.442708762e+005 +1.4375e+001 +5.7167e+000 +1.2466e+001 +1.3193e+001 +1.4175e+001 +1.0589e+001 +1.1751e+001 +5.6427e+000 +5.2970e+000 +1.1310e+001 +7.5508e+000 +1.1936e+001 +1.1121e+001 +1.4372e+001 +1.0302e+001 +5.9033e+000 +1.4630e+001 +1.4796e+001 +9.6288e+000 +1.2818e+001
5 +1.440955154e+005 +1.440955154e+005 +1.436334254e+005 +1.436334254e+005 +5.0846e+000 +8.9893e+000 +1.0050e+001 +1.2222e+001 +1.0706e+001 +8.5568e+000 +1.0503e+001 +6.2137e+000 +7.4819e+000 +6.3287e+000 +1.0781e+001 +6.3990e+000 +5.6298e+000 +8.0690e+000 +9.9205e+000 +8.1513e+000 +6.9625e+000 +1.4020e+001 +1.0498e+001 +7.7779e+000
21 +9.955046902e+004 +9.955046902e+004 +9.908837902e+004 +9.908837902e+004 +1.3313e+001 +8.3833e+000 +9.9922e+000 +8.2537e+000 +1.2335e+001 +1.4948e+001 +6.7706e+000 +1.4080e+001 +1.0817e+001 +7.3859e+000 +6.2428e+000 +1.4734e+001 +1.1612e+001 +1.2443e+001 +7.4263e+000 +7.6764e+000 +5.2260e+000 +1.4059e+001 +5.6890e+000 +1.0744e+001
160 +5.967474113e+004 +5.967474113e+004 +5.921265113e+004 +5.921265113e+004 +7.2432e+000 +8.3833e+000 +9.9922e+000 +1.2965e+001 +1.2335e+001 +8.3774e+000 +6.7706e+000 +1.0658e+001 +1.0817e+001 +1.4186e+001 +6.2428e+000 +3.3441e+000 +9.9819e+000 +1.1575e+001 +5.4699e+000 +7.6764e+000 +5.2260e+000 +4.5760e+000 +5.2849e+000 +8.7266e+000
322 +3.123456621e+004 +3.123456621e+004 +3.077247621e+004 +3.077247621e+004 +1.0539e+001 +9.6735e+000 +7.4793e+000 +8.1539e+000 +5.1824e+000 +4.0761e+000 +8.3347e+000 +1.5217e+001 +1.3805e+001 -4.4733e+000 +9.8164e+000 +6.3468e+000 +6.4617e+000 +2.5924e+000 +3.8559e+000 +5.7319e+000 +9.8797e+000 +8.7064e+000 +6.2267e+000 +5.9554e+000
612 +2.181079139e+004 +2.181079139e+004 +2.134870139e+004 +2.134870139e+004 +6.1310e+000 +1.3130e+001 +9.2247e+000 +4.4844e+000 +6.2501e+000 +6.0605e+000 +1.0614e+001 +1.4867e+001 +1.1753e+001 -2.2106e+000 +3.9436e+000 +6.3105e+000 +9.1378e+000 +2.7910e+000 +4.5737e+000 +4.1854e+000 +8.7632e+000 +6.5827e+000 +5.5696e+000 +5.2913e+000
929 +1.569283946e+004 +1.569283946e+004 +1.523074946e+004 +1.523074946e+004 +4.3203e+000 +1.7057e+001 +8.8673e+000 +3.9223e-001 +6.7482e+000 +8.5178e+000 +1.1568e+001 +1.3151e+001 +7.2786e+000 -4.8871e+000 -5.0283e+000 +5.0381e+000 +1.0029e+001 +3.9538e+000 +4.8122e+000 +3.5701e+000 +4.2580e+000 +5.9123e+000 +5.0066e+000 +4.6326e+000
1104 +7.209524807e+003 +7.209524807e+003 +6.747434807e+003 +6.747434807e+003 -2.6084e+000 +1.7248e+001 +1.0644e+001 -5.0149e+000 +1.8313e+000 +1.0662e+001 +9.9912e+000 +9.6610e+000 +5.0403e+000 -4.1143e+000 -1.1813e+001 +5.2262e+000 +6.2430e+000 +3.0543e+000 +2.0010e-001 +1.9197e+000 +4.2507e+000 +6.8251e+000 +2.7881e+000 +3.4784e+000
1178 +5.647340831e+003 +5.647340831e+003 +5.185250831e+003 +5.185250831e+003 +1.6042e+001 +1.7248e+001 +9.0465e+000 -5.0149e+000 +2.8246e+000 +1.0662e+001 +8.6872e+000 +1.9229e+000 +5.0403e+000 -3.6185e+000 -2.6575e+000 +2.7413e+000 +6.2430e+000 +2.3044e+000 +2.0010e-001 +2.2615e+000 +3.0798e-001 +6.8251e+000 +2.7881e+000 +3.4784e+000
1331 +3.832729579e+003 +3.832729579e+003 +3.370639579e+003 +3.370639579e+003 +2.0389e+000 +1.8067e+001 +1.0117e+001 -4.1289e+000 +2.9683e+000 +1.1205e+001 +8.4891e+000 +4.6808e+000 +5.8677e+000 -7.6635e+000 -1.0733e+001 +2.3058e+000 +5.5468e+000 +1.9051e+000 -1.3209e+000 +4.0556e-001 +7.7332e-001 +5.8422e+000 +1.8798e+000 +3.3613e+000
