% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.184416522e+004 +3.184416522e+004 +3.193710522e+004 +3.193710522e+004 +9.1058e+000 +6.9083e+000 +7.7100e+000 +1.1660e+001 +6.6408e+000 +1.2957e+001 +1.0603e+001 +8.5768e+000 +8.7347e+000 +6.6821e+000 +1.4945e+001 +8.0472e+000 +8.1415e+000 +6.3844e+000 +1.3563e+001 +1.1079e+001 +1.3832e+001 +9.7553e+000 +1.0156e+001 +1.0759e+001
4 +2.369244963e+004 +2.369244963e+004 +2.378538963e+004 +2.378538963e+004 +5.9389e+000 +5.5009e+000 +6.4100e+000 +8.7139e+000 +9.0160e+000 +9.4545e+000 +9.9542e+000 +5.3346e+000 +8.8182e+000 +6.9503e+000 +8.6702e+000 +5.4144e+000 +7.1172e+000 +5.6519e+000 +9.5412e+000 +1.4977e+001 +1.4323e+001 +1.1450e+001 +1.3019e+001 +5.1363e+000
186 +1.129262860e+004 +1.129262860e+004 +1.138556860e+004 +1.138556860e+004 +7.8496e+000 +2.9294e+000 +1.0215e+001 +7.1101e+000 +6.6134e+000 +6.2419e+000 +8.6243e+000 +2.9634e+000 +1.0839e+001 +7.0463e+000 +7.1082e+000 +6.1384e+000 +7.3204e+000 +6.0126e+000 +2.6045e+000 +1.0417e+001 +5.9427e+000 +7.1292e+000 +1.5202e+001 +5.7344e+000
364 +9.434434350e+003 +9.434434350e+003 +9.527374350e+003 +9.527374350e+003 +1.1171e+001 +7.4870e+000 +1.2698e+001 +1.0440e+001 +3.0699e+000 +6.6434e-001 +4.6795e+000 +8.3422e+000 +8.2830e+000 +8.6846e+000 +5.6851e+000 +6.1339e+000 +1.0354e+001 +7.5993e+000 -4.9509e+000 -1.5262e+000 +4.7927e+000 +6.1730e+000 +9.3885e+000 +4.1434e+000
508 +5.798147106e+003 +5.798147106e+003 +5.891087106e+003 +5.891087106e+003 +1.0498e+001 +5.9853e+000 +9.0576e+000 +1.1283e+001 +1.1183e+001 +6.1912e+000 +1.1945e+000 -5.7036e-001 +2.4839e+000 +1.5072e+001 -2.9781e+000 +9.1135e+000 +9.4893e+000 +1.0859e+000 -2.0148e+000 -8.9236e+000 +8.6286e+000 +1.5828e+000 +1.5806e+001 +3.2125e+000
613 +3.406695062e+003 +3.406695062e+003 +3.499635062e+003 +3.499635062e+003 +4.4802e+000 +4.5114e+000 +3.5585e+000 +8.3949e+000 +5.2286e+000 +1.0692e+001 +2.5125e-001 +3.5661e+000 +1.1239e+001 +4.6819e+000 +2.6587e+000 +4.6703e+000 +7.5818e+000 +3.1904e+000 -2.5154e+000 -2.9004e+000 +3.6404e+000 +4.3922e+000 +1.0796e+001 +7.4601e+000
1013 +2.442898710e+003 +2.442898710e+003 +2.535838710e+003 +2.535838710e+003 +4.5218e+000 +7.6358e+000 +3.5585e+000 +4.2076e+000 +3.0746e+000 +1.0692e+001 -3.7896e-001 +3.5661e+000 +7.6433e+000 +4.6819e+000 -5.8728e+000 +4.6703e+000 +9.2651e+000 +3.1904e+000 -2.5154e+000 -1.3330e+001 +3.6404e+000 +4.0802e+000 +1.0796e+001 +7.4601e+000
1632 +1.351071995e+003 +1.351071995e+003 +1.444011995e+003 +1.444011995e+003 -1.0479e+000 -5.2580e+000 +8.2875e+000 +5.4674e+000 +6.3552e+000 +5.7120e+000 -8.1416e-001 +8.7064e+000 -1.6085e+000 +9.6857e+000 +9.8954e+000 -4.6200e+000 +5.5751e-002 +1.5283e+000 -1.0732e+001 +1.7551e+000 +1.7322e+000 +5.5798e-001 +4.2182e+000 -7.8445e-001
2693 +9.785306425e+002 +9.785306425e+002 +1.071470642e+003 +1.071470642e+003 +1.7624e-001 +5.0838e+000 +1.0500e+001 +5.9624e+000 +5.5538e-001 +5.5614e+000 -1.0556e+000 +1.8275e+000 +2.9891e+000 +6.9231e+000 -4.3938e+000 +2.9366e+000 +1.1951e+000 +3.3056e+000 -6.0571e+000 +4.4900e-002 +3.7755e+000 -2.2184e+000 +9.0706e+000 +1.1226e+000
3328 +6.190884454e+002 +6.190884454e+002 +7.120284454e+002 +7.120284454e+002 -1.8271e+000 +3.4928e+000 +4.9785e+000 +3.2323e+000 +1.9458e+000 +5.4873e+000 -1.9069e+000 -2.0114e+000 +3.8234e+000 +4.7390e+000 -1.6718e+000 -2.0174e+000 +2.0116e+000 +1.7265e+000 -1.3657e+000 -7.5902e-001 +5.2619e+000 -1.2264e+000 +1.1783e+001 +6.3477e+000
4445 +3.678288752e+002 +3.678288752e+002 +4.607688752e+002 +4.607688752e+002 -5.1294e+000 +6.2573e-002 +5.4336e+000 +3.1525e+000 +7.6524e+000 +4.9608e+000 +5.4079e+000 -1.2082e+000 +5.4591e+000 +5.4533e+000 -5.5050e+000 -3.3416e+000 +2.8918e+000 +5.5767e+000 -3.6038e+000 +4.1983e+000 +6.5673e-001 -1.1944e+000 +2.5232e+000 -7.9670e-003
% function evaluation | noise-free fitness - Fopt (3.535000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
