% function evaluation | noise-free fitness - Fopt (-1.694000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.752435755e+001 +6.752435755e+001 +5.058435755e+001 +5.058435755e+001 -2.1934e+000 +2.0924e-001 +4.6542e+000 -4.4525e+000 +1.0809e+000 -1.5211e+000 +2.5301e+000 +4.0193e+000 +2.2290e+000 -8.0939e-001 +4.8526e+000 -9.5924e-001 -2.6658e-001 +3.9843e+000 +1.8891e+000 +4.0134e+000 +2.7086e+000 -4.8910e+000 +4.8715e+000 -1.0695e+000
6 +3.573024577e+001 +3.573024577e+001 +1.879024577e+001 +1.879024577e+001 +3.0329e+000 +8.5780e-001 -2.1551e+000 +2.1773e+000 +3.2092e+000 -1.9452e+000 -3.5377e+000 -2.3898e+000 +1.2985e+000 -2.9678e+000 -4.4268e-002 +3.6611e+000 -4.0918e-001 -1.8585e+000 -3.0174e+000 -7.4237e-001 -7.2990e-001 -1.1477e+000 +6.2571e-003 -5.2986e-002
14 +1.376806890e+001 +1.376806890e+001 -3.171931105e+000 -3.171931105e+000 +1.5545e+000 +2.7580e+000 -1.7332e-001 -1.8580e-001 +1.4063e+000 -3.1661e-002 +3.1625e+000 +7.4413e-001 -2.5288e+000 -1.9689e-001 +2.8199e+000 +1.0721e+000 +4.0019e+000 -2.1701e+000 +1.1639e+000 +2.3231e+000 +4.9289e+000 -3.3173e-001 -1.5739e+000 -1.1773e+000
1033 +9.393488553e+000 +9.393488553e+000 -7.546511447e+000 -7.546511447e+000 +4.4375e+000 +2.5247e+000 -2.5319e+000 +4.4154e-001 +8.1567e-002 -1.7287e+000 +2.5659e+000 -2.0457e+000 -4.0083e+000 -3.6172e+000 +3.0476e+000 -7.0718e-001 -2.1601e+000 -1.5770e+000 +2.8747e+000 +8.6746e-001 +1.9322e+000 +5.3635e-001 -4.5683e-001 +1.4586e+000
2783 +5.317267870e+000 +5.317267870e+000 -1.162273213e+001 -1.162273213e+001 +2.6811e+000 +2.5247e+000 -2.5319e+000 +1.6884e+000 +3.4925e+000 -2.7148e+000 +3.0850e+000 -2.3768e+000 +1.5725e+000 -3.6172e+000 +4.1668e+000 -7.0718e-001 -2.1601e+000 -1.6122e+000 +4.8586e+000 +2.8237e+000 +2.2921e+000 +1.0378e+000 -4.5683e-001 -2.1994e-002
3880 +3.158529727e+000 +3.158529727e+000 -1.378147027e+001 -1.378147027e+001 +2.6720e+000 +2.0238e+000 -2.5288e+000 +7.8227e-001 +1.3818e+000 -1.9192e+000 +4.3955e+000 -1.9492e+000 -5.4547e-001 -2.8103e+000 +2.7589e+000 -2.2567e-001 -2.0536e+000 -1.8614e+000 +2.9809e+000 +2.5589e+000 +4.3719e+000 -1.2134e-001 +1.2504e+000 +2.6775e+000
5363 +2.150136998e+000 +2.150136998e+000 -1.478986300e+001 -1.478986300e+001 +2.5838e+000 +1.7429e+000 -1.0851e+000 +2.1566e+000 +1.5478e+000 -1.2966e+000 +3.6415e+000 -1.8895e+000 +2.4938e-001 -2.1379e+000 +3.6488e+000 +4.2673e-002 -1.7320e+000 -1.0278e+000 +2.4389e+000 +2.7331e+000 +3.6409e+000 +4.3471e-001 +2.8190e-001 +2.1698e+000
7858 +1.389157673e+000 +1.389157673e+000 -1.555084233e+001 -1.555084233e+001 +3.0280e+000 +2.2734e+000 -1.3397e+000 +9.3833e-001 +1.6216e+000 -1.7064e+000 +4.2676e+000 -1.4999e+000 -3.7727e-001 -2.3645e+000 +4.2944e+000 -4.9578e-001 -2.3853e+000 -5.9978e-001 +2.9073e+000 +3.4891e+000 +4.7719e+000 -1.2494e+000 +2.4374e-001 +2.3314e+000
10217 +9.936662422e-001 +9.936662422e-001 -1.594633376e+001 -1.594633376e+001 +4.1545e+000 +2.7460e+000 -1.5431e+000 +1.4141e+000 +1.2079e+000 -2.1668e+000 +3.2347e+000 -2.3314e+000 -5.2655e-001 -1.6003e+000 +3.7828e+000 +5.5781e-001 -2.6162e+000 -1.1943e+000 +2.0460e+000 +3.2652e+000 +3.4616e+000 -6.6528e-001 +5.3920e-001 +2.3334e+000
13577 +6.080835984e-001 +6.080835984e-001 -1.633191640e+001 -1.633191640e+001 +3.8379e+000 +2.6538e+000 -1.5824e+000 +1.5939e+000 +1.1880e+000 -1.6361e+000 +3.4971e+000 -2.3993e+000 -2.3629e-001 -2.1653e+000 +3.9337e+000 +3.9627e-001 -2.5183e+000 -1.5059e+000 +2.6903e+000 +3.0791e+000 +3.7656e+000 -2.1872e-001 +1.4599e-001 +2.6591e+000
16300 +3.848493159e-001 +3.848493159e-001 -1.655515068e+001 -1.655515068e+001 +3.5337e+000 +2.4638e+000 -1.5273e+000 +1.6072e+000 +1.5340e+000 -1.8982e+000 +3.2610e+000 -2.4181e+000 -5.0693e-001 -1.8896e+000 +3.8205e+000 +2.0177e-001 -2.6266e+000 -1.4399e+000 +2.5671e+000 +3.1083e+000 +3.8331e+000 -1.9153e-001 +3.1545e-001 +1.9786e+000
19571 +2.201606038e-001 +2.201606038e-001 -1.671983940e+001 -1.671983940e+001 +3.7119e+000 +2.6060e+000 -1.5423e+000 +1.4814e+000 +1.3374e+000 -1.8734e+000 +3.5981e+000 -2.4211e+000 -2.7385e-001 -2.0071e+000 +3.8579e+000 +1.5610e-001 -2.3913e+000 -1.3873e+000 +2.5084e+000 +3.1287e+000 +3.8913e+000 -5.1809e-001 +2.6733e-001 +2.0413e+000
22771 +1.495445332e-001 +1.495445332e-001 -1.679045547e+001 -1.679045547e+001 +3.6704e+000 +2.6060e+000 -1.5710e+000 +1.4814e+000 +1.3374e+000 -1.9023e+000 +3.5554e+000 -2.4211e+000 -4.7215e-001 -2.0160e+000 +3.9202e+000 +2.4567e-001 -2.5433e+000 -1.3011e+000 +2.5498e+000 +3.0380e+000 +3.9697e+000 -4.8733e-001 +1.9344e-001 +2.2158e+000
24790 +9.112620686e-002 +9.112620686e-002 -1.684887379e+001 -1.684887379e+001 +3.6103e+000 +2.6097e+000 -1.5211e+000 +1.5216e+000 +1.4275e+000 -1.9024e+000 +3.5165e+000 -2.4170e+000 -3.5373e-001 -2.0678e+000 +3.9668e+000 +1.4886e-001 -2.5460e+000 -1.3561e+000 +2.5768e+000 +3.0936e+000 +3.9246e+000 -4.1435e-001 +2.6800e-001 +2.2473e+000
30002 +6.121892285e-002 +6.121892285e-002 -1.687878108e+001 -1.687878108e+001 +3.6609e+000 +2.5529e+000 -1.5179e+000 +1.4442e+000 +1.4097e+000 -1.9168e+000 +3.5020e+000 -2.3683e+000 -3.8787e-001 -2.0041e+000 +3.9535e+000 +1.0866e-001 -2.5598e+000 -1.3380e+000 +2.6122e+000 +3.0653e+000 +3.8995e+000 -4.3482e-001 +2.6340e-001 +2.1928e+000
35142 +3.890515512e-002 +3.890515512e-002 -1.690109484e+001 -1.690109484e+001 +3.6532e+000 +2.5389e+000 -1.5273e+000 +1.4787e+000 +1.4040e+000 -1.9105e+000 +3.5180e+000 -2.3503e+000 -3.6781e-001 -2.0351e+000 +3.9359e+000 +1.0400e-001 -2.5530e+000 -1.3456e+000 +2.5974e+000 +3.1093e+000 +3.9606e+000 -4.9532e-001 +2.3710e-001 +2.2138e+000
41257 +2.436930710e-002 +2.436930710e-002 -1.691563069e+001 -1.691563069e+001 +3.6619e+000 +2.5550e+000 -1.5274e+000 +1.4826e+000 +1.4078e+000 -1.9175e+000 +3.5019e+000 -2.3577e+000 -3.7756e-001 -2.0130e+000 +3.9337e+000 +1.1520e-001 -2.5498e+000 -1.3533e+000 +2.5810e+000 +3.1027e+000 +3.9467e+000 -4.7830e-001 +2.7213e-001 +2.2322e+000
