% function evaluation | noise-free fitness - Fopt (-5.235000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.586454497e+002 +1.586454497e+002 +1.062954497e+002 +1.062954497e+002 +3.6712e+000 -4.2861e+000 +4.9735e+000 +1.5219e+000 -1.2088e+000 -1.5100e+000 +1.1259e+000 +1.1037e+000 -7.8415e-001 -3.0319e+000 +2.7774e+000 +1.1900e+000 +3.8769e+000 -4.0682e+000 +2.5115e+000 -4.7017e+000 +2.9853e+000 -4.9868e+000 -1.6268e+000 -1.8178e+000
3 +7.653659582e+001 +7.653659582e+001 +2.418659582e+001 +2.418659582e+001 +2.4809e+000 +3.2673e+000 -1.0873e+000 +8.2845e-001 +3.8103e+000 +5.8315e-001 +1.2104e+000 -1.7014e+000 -2.6630e+000 -3.0825e+000 -3.9889e+000 -3.4456e+000 -3.3089e-001 -2.0173e+000 +4.9698e+000 -3.0022e+000 +2.3933e+000 +1.1163e+000 +4.3620e+000 +8.0564e-003
12 +4.730719730e+001 +4.730719730e+001 -5.042802698e+000 -5.042802698e+000 -1.8277e+000 +3.3074e+000 -3.3443e+000 -2.1480e+000 +7.5575e-001 +4.1172e+000 -2.1262e+000 +2.1295e+000 +2.9452e+000 -3.5582e+000 +4.0658e-001 +1.3197e+000 +2.5915e+000 +3.2368e+000 +3.0395e+000 -6.8845e-001 +1.1383e+000 +4.4213e+000 +4.2308e+000 +2.0813e+000
97 +3.850561387e+001 +3.850561387e+001 -1.384438613e+001 -1.384438613e+001 +1.2220e+000 -1.4492e+000 +2.7295e+000 +6.6356e-001 -2.7738e+000 +2.5678e+000 +1.2040e+000 -2.1262e+000 -7.8036e-001 -3.2012e+000 +2.3456e-002 +4.4148e+000 +2.2390e+000 +8.8491e-001 -6.7158e-001 -5.1527e-001 +1.9206e+000 -1.6975e+000 +2.8197e+000 -1.7313e-001
412 +2.422836039e+001 +2.422836039e+001 -2.812163961e+001 -2.812163961e+001 +3.1757e+000 +2.3733e+000 +3.4633e+000 -6.9361e-001 -3.7763e-001 +3.5935e+000 +2.0769e+000 -2.8785e+000 -8.1403e-001 -2.2224e+000 -7.9662e-001 +2.8326e+000 +3.6492e+000 -2.1945e+000 +1.5056e+000 -7.3295e-001 -4.5423e-001 +2.5997e+000 +5.2161e-003 -3.9850e+000
624 +1.554261369e+001 +1.554261369e+001 -3.680738631e+001 -3.680738631e+001 -2.6026e-001 -1.1450e+000 +1.8117e+000 -4.0567e+000 -2.2760e+000 +1.9525e+000 -1.7039e-002 -4.2465e+000 -1.4189e-001 -3.4427e+000 -1.6594e+000 -1.7215e+000 +4.1849e+000 -1.6150e+000 -5.4676e-001 +1.3007e+000 +4.9823e-002 +9.1961e-001 +5.0895e+000 -3.6055e+000
924 +9.374417328e+000 +9.374417328e+000 -4.297558267e+001 -4.297558267e+001 +6.3592e-001 -7.5201e-001 +2.7806e+000 -2.9239e+000 -5.0124e-001 +1.5174e+000 -1.0431e+000 -2.7815e+000 +2.1352e+000 -2.3206e+000 -7.6258e-001 +2.0696e+000 +3.3575e+000 -8.5776e-001 -1.9145e+000 +1.1632e+000 -5.7350e-002 +3.2482e+000 +5.4557e+000 -5.2353e+000
1279 +5.622470864e+000 +5.622470864e+000 -4.672752914e+001 -4.672752914e+001 -3.6861e-001 -7.8633e-002 +2.0043e+000 -2.3440e+000 -6.6984e-001 +1.9034e+000 -3.5792e+000 -9.1775e-001 +2.2949e+000 -1.0592e+000 +2.0072e+000 +4.1270e-001 +5.2339e+000 +4.8251e-001 -3.1605e-001 +6.9323e-001 -6.5425e-001 +3.2992e+000 +4.5033e+000 -4.1762e+000
1532 +3.810598172e+000 +3.810598172e+000 -4.853940183e+001 -4.853940183e+001 +1.3024e-001 -1.0387e+000 +2.8172e+000 -2.3401e+000 -5.3896e-001 +2.3416e+000 -3.2226e+000 +3.8800e-001 +3.6598e+000 -1.2633e+000 +3.3799e+000 +3.3696e-001 +4.8671e+000 -1.7246e-001 -1.1240e+000 +1.5758e+000 -1.3022e+000 +1.6491e+000 +4.9596e+000 -3.9350e+000
2041 +2.007687699e+000 +2.007687699e+000 -5.034231230e+001 -5.034231230e+001 +1.3922e-002 -1.1733e+000 +3.4128e+000 -2.4663e+000 -1.1222e+000 +2.2987e+000 -3.8347e+000 -1.3149e-001 +2.5400e+000 -1.9932e+000 +3.3414e+000 -8.8343e-001 +4.3943e+000 -6.6824e-001 -1.9627e+000 +1.3179e+000 -7.7130e-001 +1.8509e+000 +3.0020e+000 -5.0791e+000
