% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.005328327e+007 +1.005328327e+007 +1.005307339e+007 +1.005307339e+007 -3.6931e+000 +3.6586e+000 +2.8300e+000 -1.1694e-001 -3.3331e+000 -1.9461e+000 -3.4949e+000 +8.3785e-001 -1.2562e+000 +2.5197e+000 -9.9821e-001 +1.4447e+000 -1.6220e+000 +3.1020e-001 +4.1277e-001 +2.8945e+000 -3.1139e+000 +4.7836e+000 +1.2776e+000 +1.3645e+000
12 +1.627089120e+006 +1.627089120e+006 +1.626879240e+006 +1.626879240e+006 +3.2036e+000 +2.2370e+000 +1.6277e+000 +4.0598e+000 +8.6198e-001 +3.7120e+000 -8.3136e-001 -2.1312e+000 +3.0007e+000 +3.6277e+000 +1.4760e+000 +2.5732e+000 +4.6763e+000 +1.5507e+000 +9.8029e-001 -1.8759e+000 -4.2063e+000 +1.5832e+000 -2.1039e+000 +1.3065e+000
18 +1.286558139e+006 +1.286558139e+006 +1.286348259e+006 +1.286348259e+006 -3.8617e+000 +5.1835e-001 -2.6698e+000 +6.8833e-001 +1.7437e+000 +4.9902e+000 -4.5819e+000 +3.3460e+000 -2.6213e+000 +2.3573e+000 +2.8590e+000 -4.2628e+000 +2.3206e+000 -6.5846e-001 +6.1340e-003 -1.8694e+000 -6.0963e-001 +3.1214e+000 -1.8425e+000 +1.9832e+000
312 +9.216864265e+005 +9.216864265e+005 +9.214765465e+005 +9.214765465e+005 -6.1631e+000 +1.2078e+000 -3.2771e+000 +5.3239e-001 +5.2600e+000 +8.3100e+000 -5.4603e+000 +8.1511e+000 -4.5001e+000 +4.2691e+000 +3.7786e+000 -7.1378e+000 +9.8810e+000 -3.7914e+000 -3.7835e+000 -3.5317e+000 -1.8096e+000 +2.9873e+000 -2.2459e+000 +1.7527e+000
643 +6.151512536e+005 +6.151512536e+005 +6.149413736e+005 +6.149413736e+005 -5.9149e+000 -2.1751e+000 -2.6854e+000 -1.0834e+000 +3.7499e+000 +9.6637e+000 -4.6305e+000 +8.6409e+000 -3.7875e+000 +7.8955e+000 +3.7126e+000 -5.1943e+000 +8.1147e+000 -1.2307e+000 -4.0493e+000 -4.2583e+000 -2.0376e+000 +3.2518e+000 -2.6374e+000 +1.8387e+000
858 +3.415680041e+005 +3.415680041e+005 +3.413581241e+005 +3.413581241e+005 -7.3811e+000 -8.9292e-001 -5.9106e+000 -2.2442e+000 -2.4985e+000 -1.4521e+000 +1.8805e+000 +7.8962e+000 +1.1738e-001 +9.5667e+000 +2.9542e+000 -1.4521e+000 +4.3508e+000 -1.9625e+000 -6.9310e-001 -3.2658e+000 -2.6166e+000 +3.5554e+000 -1.9784e+000 +1.6385e+000
1106 +2.291718268e+005 +2.291718268e+005 +2.289619468e+005 +2.289619468e+005 -6.7416e+000 -1.2190e+000 -7.0600e+000 -2.8781e+000 +2.4723e+000 -1.8250e+000 +2.6115e+000 +1.0561e+001 +2.3469e-002 +6.3537e+000 +3.2915e+000 +4.2371e-002 +4.8880e+000 -1.6057e+000 -7.3280e-001 -3.6391e+000 -2.3290e+000 +3.4840e+000 -2.1692e+000 +1.7014e+000
1270 +1.532052727e+005 +1.532052727e+005 +1.529953927e+005 +1.529953927e+005 -4.8360e+000 +3.3487e+000 -7.5673e+000 -2.9788e+000 +1.3759e+000 -6.1928e+000 +1.7156e+000 +9.0711e+000 -1.2129e+000 +5.4264e+000 +3.0569e+000 -1.2380e+000 +4.5829e+000 -1.7825e+000 -1.7271e+000 -3.3677e+000 -2.7446e+000 +3.5095e+000 -2.5668e+000 +2.0557e+000
1374 +7.176869151e+004 +7.176869151e+004 +7.155881151e+004 +7.155881151e+004 -6.4261e+000 +3.8241e+000 -6.6004e+000 -2.8290e+000 -6.4543e+000 -2.6967e+000 +4.0151e+000 +8.0505e+000 -2.1644e-001 +3.1479e+000 +3.1691e+000 +1.0747e+000 +4.9164e+000 -1.6172e+000 -1.2685e+000 -3.7288e+000 -3.2989e+000 +3.3478e+000 -2.5197e+000 +1.9892e+000
1572 +5.297796856e+004 +5.297796856e+004 +5.276808856e+004 +5.276808856e+004 -8.0876e+000 +3.8185e+000 -7.0345e+000 -2.9600e+000 -9.2238e+000 -2.8830e+000 +6.6781e+000 +6.8596e+000 +4.0418e-001 +1.7977e+000 +3.0440e+000 +2.0530e+000 +4.3716e+000 -1.4355e+000 -1.2400e+000 -3.3829e+000 -3.4308e+000 +3.1049e+000 -2.4200e+000 +1.9473e+000
