% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.874025970e+004 +1.874025970e+004 +1.827816970e+004 +1.827816970e+004 -2.5765e+000 -1.8134e+000 -1.1033e+000 -1.8156e+000 +3.3592e+000 +2.1944e+000 +2.9426e+000 +4.1034e+000 +4.5052e+000 +2.6477e+000 +3.2467e+000 -2.6149e+000 +4.0667e+000 +2.6460e-001 -4.2122e+000 +4.6101e+000 +3.9722e+000 +4.3292e+000 +1.1256e+000 +4.1682e+000
3 +5.095398452e+003 +5.095398452e+003 +4.633308452e+003 +4.633308452e+003 +4.7270e+000 -2.1435e+000 +3.4424e+000 -9.3066e-001 +4.9798e+000 -4.7382e+000 +6.5158e-002 -1.6883e+000 -2.8108e+000 -1.6877e+000 +3.8986e+000 -3.6050e+000 +1.8048e+000 +3.9014e+000 +1.5902e+000 -4.2343e+000 -4.2708e+000 -4.3770e+000 +7.3892e-001 -2.6549e+000
7 +2.530337449e+003 +2.530337449e+003 +2.068247449e+003 +2.068247449e+003 +2.4126e-001 -2.9709e+000 +3.4388e+000 +1.5909e+000 -4.1492e+000 -2.2530e+000 -2.9285e+000 +3.8907e+000 -1.5950e+000 +1.3089e+000 +4.2461e+000 -6.8552e-001 -1.4000e+000 -4.4416e+000 +1.4999e+000 -2.4481e+000 +1.4143e+000 +4.8101e+000 -4.9761e-001 -1.0397e+000
15 +1.353803474e+003 +1.353803474e+003 +8.917134739e+002 +8.917134739e+002 -4.0179e+000 -1.7213e+000 -4.5622e+000 -2.6807e+000 +2.6115e+000 -1.9739e+000 -4.8894e+000 -4.2803e+000 -1.8480e+000 +7.2215e-001 +1.8849e+000 -2.0302e+000 -1.5570e+000 -1.9907e+000 +9.1527e-001 +9.6992e-001 -4.9621e+000 +3.4274e+000 +3.0280e+000 -4.9893e+000
82 +9.939932354e+002 +9.939932354e+002 +5.319032354e+002 +5.319032354e+002 -6.3791e-001 -2.5530e+000 -2.1873e-001 -1.5594e+000 +2.9052e+000 +1.5175e+000 -3.2236e+000 -5.1875e+000 +2.2796e+000 +6.0084e-001 -2.8988e-001 -5.6048e+000 -5.4080e+000 +1.4988e-001 -3.0805e+000 -3.5260e+000 -2.6336e-001 +1.8197e+000 +1.5161e+000 +1.7247e+000
454 +5.982922195e+002 +5.982922195e+002 +1.362022195e+002 +1.362022195e+002 +1.4975e-001 -1.5688e+000 +1.1301e+000 +5.7062e-002 +2.1786e+000 +5.4133e+000 -4.4395e+000 -2.1660e+000 -6.0907e-001 -3.8525e-001 +7.7235e-001 -2.4539e+000 -1.7946e+000 -1.8421e+000 -1.1831e+000 -1.9485e+000 -2.8378e-001 +2.8182e+000 +3.1067e-001 +6.5809e-002
1120 +3.562096554e+002 +3.562096554e+002 -1.058803446e+002 -1.058803446e+002 +1.2169e+000 -2.9692e-001 +3.0099e-002 -1.1583e+000 +1.1154e+000 +4.3230e+000 +3.7752e-001 +4.1789e+000 +2.1273e-001 -9.3653e-001 -8.7084e-001 -3.7184e+000 -6.9730e-001 -3.8004e+000 -5.1441e-002 -4.8104e+000 -1.7016e+000 +2.6192e+000 +2.4313e+000 +2.3969e+000
1908 +2.282224659e+002 +2.282224659e+002 -2.338675341e+002 -2.338675341e+002 +6.5846e-001 -6.1648e-001 +6.9550e-001 -1.2131e+000 -1.1856e+000 +3.4172e+000 +1.7709e+000 +2.4877e+000 +1.1240e+000 +1.3538e-002 +1.2589e+000 -3.2376e+000 -6.5588e-001 -2.9371e+000 +4.7910e-001 -3.5108e+000 -2.0712e+000 +2.9611e+000 +2.6365e+000 +1.9967e+000
3401 +1.569546478e+002 +1.569546478e+002 -3.051353522e+002 -3.051353522e+002 +3.4936e-001 +1.2919e+000 +1.2051e+000 -5.8930e-001 +1.3451e+000 +1.5755e+000 +1.5719e+000 +2.5730e+000 +1.2312e+000 -2.3286e+000 +9.6385e-001 -4.0516e+000 +1.8170e-001 -2.5081e+000 +4.7964e-001 -4.3070e+000 -9.6378e-002 +2.6601e+000 +2.8227e+000 +1.8234e+000
6853 +9.963361394e+001 +9.963361394e+001 -3.624563861e+002 -3.624563861e+002 +2.6836e-001 +1.4061e+000 +2.1467e+000 -2.0757e-001 +2.0758e+000 +1.6649e+000 +1.8698e+000 +1.9973e+000 +1.7972e+000 +3.5834e-001 +2.6563e+000 -4.4183e+000 -4.5395e-001 -3.3919e+000 +1.4280e+000 -4.2915e+000 -4.4616e-001 +2.5991e+000 +2.5068e+000 +1.7499e+000
