% function evaluation | noise-free fitness - Fopt (-6.211100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.868132350e+009 +2.868132350e+009 +2.868131729e+009 +2.868131729e+009 -2.1321e+000 +4.9393e+000 -3.0165e+000 -7.1197e-001 +4.4876e+000 +1.4865e+000 -4.5698e+000 +2.8232e+000 +3.8114e+000 +1.5252e+000 -2.1254e+000 +4.9489e+000 -3.7046e+000 +3.9900e+000 -4.1041e+000 -2.2955e+000 -5.3439e-001 -2.7609e+000 -8.9080e-002 -2.3843e+000
3 +1.824031306e+008 +1.824031306e+008 +1.824025095e+008 +1.824025095e+008 +3.8956e-001 +4.3529e+000 +3.1477e+000 -1.3793e+000 +1.9046e+000 -3.0378e+000 +9.0075e-001 +1.4007e+000 +1.6309e+000 -8.0872e-001 -1.9768e+000 -4.9900e+000 +4.2186e+000 -1.3024e-001 +2.1808e+000 -1.4372e+000 +4.5301e+000 -2.3928e+000 +3.7083e+000 -1.4052e+000
13 +1.413410399e+008 +1.413410399e+008 +1.413404188e+008 +1.413404188e+008 +2.4077e+000 +3.8553e+000 -1.3995e-001 +6.9204e-001 -7.5328e-001 -4.9534e+000 +3.4508e+000 -7.2027e-002 +4.8561e+000 +1.1326e-001 -6.0553e-001 +4.1526e+000 +1.2728e+000 -4.2943e+000 +5.7053e-002 -1.8634e+000 +9.6716e-002 +3.8359e+000 +4.1430e+000 +1.6712e+000
295 +9.963432783e+007 +9.963432783e+007 +9.963370672e+007 +9.963370672e+007 -8.2418e-001 +5.9879e+000 -2.3680e+000 +8.3028e-002 -1.4273e+000 -3.2771e+000 +1.1312e+000 -1.0717e+000 +4.6000e+000 -1.3687e+000 +5.8113e-001 +7.5243e-001 +1.8661e+000 -6.9826e-001 +3.8096e+000 -1.3376e+000 -1.3079e+000 +2.4519e+000 +1.8355e+000 +3.2339e+000
361 +5.531170276e+007 +5.531170276e+007 +5.531108165e+007 +5.531108165e+007 -3.8046e-001 +1.9666e+000 +1.7610e+000 -2.7849e+000 -8.4217e-001 -3.2101e+000 +1.5781e+000 -1.9479e+000 +2.0322e+000 -8.7518e-001 -1.6133e+000 +2.3190e+000 +3.7466e+000 +2.9010e+000 +4.4375e+000 -3.4389e+000 +1.3493e+000 +4.0976e+000 +2.0714e+000 +3.0163e+000
729 +2.639619869e+007 +2.639619869e+007 +2.639557758e+007 +2.639557758e+007 -6.1138e-001 +4.1221e+000 +1.3613e+000 -8.5668e-001 +1.4079e-001 -3.4003e+000 +2.2012e+000 -1.9413e+000 +2.4348e+000 -1.5165e+000 +1.9695e+000 +2.4423e+000 +3.0512e+000 +1.2858e+000 +2.3699e+000 -3.0116e+000 +5.6577e-001 +2.7898e+000 +3.9379e+000 +1.7825e+000
766 +2.310054791e+007 +2.310054791e+007 +2.309992680e+007 +2.309992680e+007 -1.1402e+000 +5.0951e+000 +1.7947e+000 -2.3167e+000 +9.9986e-002 -2.9618e+000 +3.2940e+000 +1.6687e+000 +2.6266e+000 -1.0737e+000 +1.5598e+000 +2.9037e+000 +3.1795e+000 +3.1798e+000 +1.5253e+000 -2.5564e+000 -6.1848e-001 +3.7016e+000 +2.2817e+000 +1.2000e+000
882 +1.340951395e+007 +1.340951395e+007 +1.340889284e+007 +1.340889284e+007 +4.9263e-001 +4.8061e+000 +8.5542e-001 -2.3096e+000 -8.7235e-001 -3.0011e+000 +3.6156e+000 -3.2153e-001 +2.1624e+000 -1.1250e+000 -6.1204e-001 +4.6190e+000 +3.2005e+000 +2.1661e+000 +2.0610e+000 -3.4722e+000 -6.1407e-001 +3.3172e+000 +2.1438e+000 +8.0661e-001
912 +8.929662026e+006 +8.929662026e+006 +8.929040916e+006 +8.929040916e+006 +9.8636e-002 +4.4285e+000 +9.2326e-001 -2.0150e+000 -6.6708e-001 -2.9967e+000 +3.7631e+000 -2.2002e-001 +2.1141e+000 -5.1299e-001 +1.6317e+000 +3.8284e+000 +3.2493e+000 +2.2568e+000 +1.6181e+000 -3.5655e+000 -1.0745e-001 +3.0339e+000 +3.0440e+000 +5.6549e-001
1473 +6.309425112e+006 +6.309425112e+006 +6.308804002e+006 +6.308804002e+006 +3.4352e-001 +5.2778e+000 +6.6105e-001 -2.5243e+000 -1.4864e+000 -2.3036e+000 +3.6315e+000 -4.9689e-001 +2.0137e+000 -6.3634e-001 +1.2067e+000 +3.2010e+000 +4.1192e+000 +2.2247e+000 +1.9025e+000 -2.8872e+000 +3.5253e-001 +3.0886e+000 +2.9344e+000 +6.2279e-001
2084 +3.142446773e+006 +3.142446773e+006 +3.141825663e+006 +3.141825663e+006 +1.5285e-001 +4.7470e+000 +1.3670e+000 -2.3603e+000 -1.6754e+000 -2.2705e+000 +3.0129e+000 -7.1462e-001 +1.4606e+000 -8.9714e-001 +6.0724e-001 +3.4312e+000 +3.2211e+000 +1.7862e+000 +1.0114e+000 -2.1739e+000 -2.7245e-001 +4.3107e+000 +2.8392e+000 -1.7203e-001
2207 +1.650028675e+006 +1.650028675e+006 +1.649407565e+006 +1.649407565e+006 +7.4115e-001 +4.5965e+000 +1.2949e+000 -2.2869e+000 -1.2809e+000 -1.6314e+000 +2.4502e+000 -1.1025e+000 +1.3459e+000 -5.2613e-001 +5.6810e-001 +3.2653e+000 +3.2363e+000 +1.7629e+000 +9.3757e-001 -2.3444e+000 +1.6355e-002 +3.4171e+000 +2.6659e+000 -2.9050e-001
2210 +1.558860263e+006 +1.558860263e+006 +1.558239153e+006 +1.558239153e+006 +5.2185e-001 +4.5182e+000 +1.3254e+000 -2.2476e+000 -1.3042e+000 -1.8047e+000 +2.3186e+000 -1.0015e+000 +1.3604e+000 -5.4783e-001 +6.5581e-001 +3.3047e+000 +3.2220e+000 +1.7559e+000 +9.1456e-001 -2.1307e+000 +3.9992e-003 +3.4847e+000 +2.5515e+000 -2.9803e-001
