% function evaluation | noise-free fitness - Fopt (2.997000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.965005862e+003 +2.965005862e+003 +2.994975862e+003 +2.994975862e+003 -4.5839e-001 -6.5036e-002 -7.8053e-002 -2.7631e+000 -3.6937e+000 +8.7803e-001 -2.5387e+000 +3.2267e+000 -2.5858e+000 -1.2923e+000 +4.6837e+000 -2.2515e+000 +2.2382e+000 +3.4443e+000 -3.3611e+000 -3.5634e+000 +1.0994e+000 -3.5330e-002 -4.0576e+000 +4.0812e-002
4 +2.305868005e+003 +2.305868005e+003 +2.335838005e+003 +2.335838005e+003 -1.2230e+000 -1.7666e+000 -2.5331e+000 -3.4763e+000 -2.3685e+000 +3.1673e+000 -1.7093e+000 -1.3546e+000 +4.8846e+000 -2.5929e+000 +3.2269e+000 -2.5248e+000 -9.8866e-001 -1.4494e+000 +1.5505e+000 +3.5089e+000 +2.2661e-001 -3.2024e+000 -5.2376e-001 +1.5929e+000
354 +1.307824508e+003 +1.307824508e+003 +1.337794508e+003 +1.337794508e+003 -1.1292e+000 -3.8379e+000 -2.7956e+000 -2.1284e+000 +2.9902e+000 +2.7701e+000 -4.8379e+000 -1.6255e+000 +3.0314e+000 -7.7178e-001 +3.0065e+000 -6.7545e-001 +7.3751e+000 +3.4675e+000 +1.4450e+000 +5.1047e+000 -4.2712e+000 -4.4504e+000 +9.4137e-001 -6.3759e+000
1003 +9.767439980e+002 +9.767439980e+002 +1.006713998e+003 +1.006713998e+003 +2.8767e-001 -2.1698e+000 -4.8950e+000 -1.3120e+000 +1.5116e+000 +2.7002e+000 -3.5064e+000 -1.1411e+000 +2.9296e-001 -2.2991e+000 +2.8168e+000 +2.1723e-001 +5.5367e+000 +2.4568e+000 -6.0467e-001 +4.1834e+000 -2.5358e+000 -3.4177e+000 +3.8044e-001 -5.4958e+000
1392 +6.135138554e+002 +6.135138554e+002 +6.434838554e+002 +6.434838554e+002 -1.1490e+000 -1.0659e+000 -5.7098e+000 -1.3145e+000 +2.3677e+000 +3.5375e+000 -3.5413e+000 -1.5255e+000 +1.6941e+000 -1.9264e+000 +2.2903e+000 -2.0800e+000 +5.2573e+000 +2.9845e+000 -1.5547e+000 +3.4864e+000 -2.8110e+000 -1.9652e+000 +3.9965e-001 -3.6525e+000
1845 +3.906724771e+002 +3.906724771e+002 +4.206424771e+002 +4.206424771e+002 +1.1110e+000 -1.7558e+000 -4.1145e+000 -1.3332e+000 +3.0385e+000 +3.0217e+000 -3.0433e+000 -2.0212e+000 +1.3648e+000 -8.5772e-001 +1.1605e+000 -1.7351e+000 +4.8301e+000 +2.8308e+000 -1.2024e+000 +2.8609e+000 -1.1612e+000 -1.7947e+000 +1.2653e+000 -2.0936e+000
2935 +2.238459471e+002 +2.238459471e+002 +2.538159471e+002 +2.538159471e+002 +3.3857e-001 -1.9741e+000 -3.9498e+000 -1.5104e+000 +3.5956e+000 +3.4194e+000 -3.1204e+000 -2.0157e+000 +9.9621e-001 -2.2513e+000 +1.2714e+000 -2.2598e+000 +3.9635e+000 +2.8924e+000 -1.4865e+000 +2.1719e+000 -2.4283e+000 -7.3212e-001 +1.7765e+000 -2.9742e+000
3416 +1.569154548e+002 +1.569154548e+002 +1.868854548e+002 +1.868854548e+002 +2.4499e-001 -1.6806e+000 -3.6915e+000 -1.5963e+000 +3.2238e+000 +3.4399e+000 -3.4082e+000 -2.4253e+000 +1.4195e+000 -1.9582e+000 +1.7592e+000 -2.1178e+000 +4.2317e+000 +2.6297e+000 -1.6201e+000 +2.4298e+000 -2.2438e+000 -8.9874e-001 +1.7332e+000 -2.9919e+000
4134 +9.723865838e+001 +9.723865838e+001 +1.272086584e+002 +1.272086584e+002 +6.8852e-001 -1.7716e+000 -3.5718e+000 -1.6897e+000 +3.2164e+000 +3.6321e+000 -3.6869e+000 -2.4371e+000 +1.2612e+000 -1.7131e+000 +1.4100e+000 -1.9790e+000 +4.1280e+000 +2.6796e+000 -1.7014e+000 +2.7394e+000 -2.2694e+000 -1.3232e+000 +1.6125e+000 -2.9310e+000
4645 +6.273254694e+001 +6.273254694e+001 +9.270254694e+001 +9.270254694e+001 +6.5293e-001 -1.8126e+000 -3.6518e+000 -1.7313e+000 +3.1155e+000 +3.5457e+000 -3.7975e+000 -2.6466e+000 +1.2310e+000 -1.7585e+000 +1.5529e+000 -1.9542e+000 +4.2282e+000 +2.4889e+000 -1.6197e+000 +2.6996e+000 -2.4679e+000 -1.1989e+000 +1.5800e+000 -3.2415e+000
5463 +3.710839388e+001 +3.710839388e+001 +6.707839388e+001 +6.707839388e+001 +6.5911e-001 -1.7978e+000 -3.7062e+000 -1.8139e+000 +3.1646e+000 +3.5291e+000 -3.7615e+000 -2.5846e+000 +1.1519e+000 -1.6978e+000 +1.5276e+000 -1.9088e+000 +4.1192e+000 +2.5028e+000 -1.6431e+000 +2.6814e+000 -2.4794e+000 -1.3707e+000 +1.4659e+000 -3.1763e+000
5766 +2.363291564e+001 +2.363291564e+001 +5.360291564e+001 +5.360291564e+001 +7.1573e-001 -1.7782e+000 -3.7614e+000 -1.9233e+000 +3.1622e+000 +3.5866e+000 -3.7965e+000 -2.6308e+000 +1.0882e+000 -1.7182e+000 +1.5084e+000 -1.8865e+000 +4.1160e+000 +2.4697e+000 -1.5715e+000 +2.6497e+000 -2.3869e+000 -1.3606e+000 +1.4569e+000 -3.1463e+000
6327 +1.474758452e+001 +1.474758452e+001 +4.471758452e+001 +4.471758452e+001 +6.5549e-001 -1.7181e+000 -3.7399e+000 -1.8805e+000 +3.1583e+000 +3.6054e+000 -3.7779e+000 -2.5674e+000 +1.0894e+000 -1.6782e+000 +1.5287e+000 -1.9053e+000 +4.1501e+000 +2.4639e+000 -1.5611e+000 +2.6157e+000 -2.3475e+000 -1.4113e+000 +1.4564e+000 -3.1551e+000
7244 +9.805978452e+000 +9.805978452e+000 +3.977597845e+001 +3.977597845e+001 +6.7477e-001 -1.7077e+000 -3.7602e+000 -1.8720e+000 +3.1613e+000 +3.6163e+000 -3.7540e+000 -2.5799e+000 +1.1534e+000 -1.7074e+000 +1.5499e+000 -1.9032e+000 +4.1541e+000 +2.4625e+000 -1.5712e+000 +2.6297e+000 -2.3503e+000 -1.3907e+000 +1.4660e+000 -3.1589e+000
7816 +6.170661213e+000 +6.170661213e+000 +3.614066121e+001 +3.614066121e+001 +6.6997e-001 -1.6808e+000 -3.7614e+000 -1.8528e+000 +3.1572e+000 +3.6111e+000 -3.7557e+000 -2.5825e+000 +1.1368e+000 -1.7051e+000 +1.5428e+000 -1.9230e+000 +4.1448e+000 +2.4578e+000 -1.5799e+000 +2.6243e+000 -2.3458e+000 -1.3900e+000 +1.4388e+000 -3.1541e+000
9523 +3.933980493e+000 +3.933980493e+000 +3.390398049e+001 +3.390398049e+001 +6.6629e-001 -1.6801e+000 -3.7623e+000 -1.8602e+000 +3.1552e+000 +3.6043e+000 -3.7603e+000 -2.5862e+000 +1.1366e+000 -1.7012e+000 +1.5485e+000 -1.9159e+000 +4.1520e+000 +2.4555e+000 -1.5745e+000 +2.6214e+000 -2.3446e+000 -1.3950e+000 +1.4437e+000 -3.1506e+000
13902 +2.511097097e+000 +2.511097097e+000 +3.248109710e+001 +3.248109710e+001 +6.7152e-001 -1.6786e+000 -3.7617e+000 -1.8646e+000 +3.1569e+000 +3.6054e+000 -3.7627e+000 -2.5918e+000 +1.1373e+000 -1.7038e+000 +1.5492e+000 -1.9157e+000 +4.1540e+000 +2.4539e+000 -1.5763e+000 +2.6244e+000 -2.3479e+000 -1.3909e+000 +1.4442e+000 -3.1519e+000
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.439646248e+003 +2.439646248e+003 +2.387936248e+003 +2.387936248e+003 +2.0593e+000 +4.4321e-001 +1.6892e+000 -1.7307e+000 +1.5658e+000 +4.7844e-002 +2.2173e+000 -2.5170e+000 -9.0937e-001 +1.1730e+000 +3.3036e+000 +2.1592e+000 -1.5641e+000 -5.8358e-001 +1.1727e+000 -9.6166e-001 -3.0076e+000 +4.5327e+000 +4.3182e+000 -1.5502e+000
711 +1.573451165e+003 +1.573451165e+003 +1.521741165e+003 +1.521741165e+003 +2.4461e+000 +2.9303e+000 -4.1016e+000 -4.3832e+000 +1.2420e-001 +1.1963e+000 -3.8768e-001 +3.2651e+000 -6.5410e+000 +6.0856e-001 +2.5723e+000 +4.9828e+000 +2.3332e+000 +1.2484e+000 -2.1846e+000 +2.5450e+000 -5.6557e+000 -4.7326e-001 +4.9368e+000 -5.5629e-001
1378 +9.788654773e+002 +9.788654773e+002 +9.271554773e+002 +9.271554773e+002 +2.6338e+000 +2.5380e+000 -3.1618e+000 -2.7406e+000 +1.0485e+000 +1.8671e+000 -3.9597e+000 +3.9060e+000 -4.7491e+000 +2.0154e-001 +1.4387e+000 +2.5309e+000 +2.2381e+000 +1.8653e+000 -3.3289e+000 +4.6949e+000 -8.2184e+000 +3.9027e+000 +3.7587e+000 +3.4082e+000
1829 +6.109877129e+002 +6.109877129e+002 +5.592777129e+002 +5.592777129e+002 +1.7609e+000 +1.3625e+000 -4.0232e+000 -4.9911e+000 +8.5695e-001 +1.7046e+000 -2.9696e+000 +2.6690e+000 -3.0147e+000 +3.2376e-001 +3.2589e+000 +2.6643e+000 +1.6315e+000 +9.0315e-001 -3.4349e+000 +4.5434e+000 -4.9460e+000 +3.1498e+000 +3.0155e+000 +3.6425e+000
2480 +3.395434420e+002 +3.395434420e+002 +2.878334420e+002 +2.878334420e+002 +1.9433e+000 +3.0731e+000 -2.1999e+000 -3.5334e+000 +1.0255e+000 +1.8566e+000 -3.4703e+000 +4.0207e+000 -3.9724e+000 -2.1721e-002 +4.2654e+000 +2.3910e+000 +2.7747e+000 +8.6289e-001 -3.0439e+000 +4.3589e+000 -4.1356e+000 +3.2110e+000 +1.7038e+000 +3.4830e+000
2911 +2.347875891e+002 +2.347875891e+002 +1.830775891e+002 +1.830775891e+002 +2.2251e+000 +3.2911e+000 -2.2966e+000 -3.5880e+000 +1.1377e+000 +1.5680e+000 -3.3948e+000 +3.4126e+000 -4.1411e+000 +3.9114e-001 +3.8986e+000 +2.1611e+000 +3.1800e+000 +8.8060e-001 -2.7596e+000 +3.8131e+000 -3.9748e+000 +3.3626e+000 +1.5948e+000 +3.2646e+000
3414 +1.399097163e+002 +1.399097163e+002 +8.819971625e+001 +8.819971625e+001 +2.7056e+000 +3.1330e+000 -3.4229e+000 -3.5665e+000 +1.0677e+000 +1.5981e+000 -3.3633e+000 +3.2630e+000 -3.7624e+000 +5.5925e-001 +3.7642e+000 +2.1720e+000 +2.6666e+000 +1.0605e+000 -2.6940e+000 +3.5041e+000 -4.1117e+000 +3.2202e+000 +1.7570e+000 +3.1326e+000
3909 +9.758724971e+001 +9.758724971e+001 +4.587724971e+001 +4.587724971e+001 +2.7532e+000 +3.0247e+000 -3.4894e+000 -3.4348e+000 +1.1177e+000 +1.6682e+000 -3.5560e+000 +3.3967e+000 -4.0064e+000 +2.0835e-001 +4.0416e+000 +2.1846e+000 +2.8187e+000 +1.1985e+000 -2.6922e+000 +3.7935e+000 -3.9195e+000 +3.1784e+000 +1.7463e+000 +3.1200e+000
4415 +6.105184734e+001 +6.105184734e+001 +9.341847344e+000 +9.341847344e+000 +2.7190e+000 +3.0461e+000 -3.3918e+000 -3.4772e+000 +1.0238e+000 +1.6873e+000 -3.3634e+000 +3.4044e+000 -3.9770e+000 +2.1170e-001 +3.8883e+000 +2.0993e+000 +3.0855e+000 +8.6846e-001 -2.8237e+000 +3.6707e+000 -3.7870e+000 +3.0704e+000 +1.5467e+000 +3.1569e+000
